file,source_folder,scale,n_batch_files,n_units,n_ratings,median_n_per_unit,quality_flag,status,placeholder,dimension,scale_labels,question_provenance,scale_source,language
sentence_naturalness_survey_acd_v6_oct_25_2012,Sentence naturalness survey ACD v6 Oct 25 2012,1-5,2,128,6653,30,ok,ok,sentence,naturalness_in_context,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_denise_jan_12_2011_survey_code_pig_the_pig,Sentence naturalness survey Denise Jan 12 2011 survey code= Pig-the-pig,1-7,2,200,31957,199,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed,scale_catalog rows 41 and 5 (attested tedlab 7-point naturalness scale),english
sentence_naturalness_survey_denise_sept_8_2010_survey_code_pig_the_pig,Sentence naturalness survey Denise Sept 8 2010 survey code= Pig-the-pig,1-7,2,224,31113,98,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed,scale_catalog rows 41 and 5 (attested tedlab 7-point naturalness scale),english
sentence_naturalness_survey_feb_16_1_2012_60_items_code_shy_armadillo,Sentence naturalness survey Feb 16 1 2012 60 items; code= SHY-ARMADILLO,1-7,1,120,4775,20,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed,scale_catalog rows 41 and 5 (attested tedlab 7-point naturalness scale),english
sentence_naturalness_survey_for_formal_link,Sentence naturalness survey for formal link,1-5,12,252,11826,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_for_gs_apr_4_2010,Sentence naturalness survey for GS Apr 4 2010,1-5,12,132,5006,20,ok,ok,sentence,naturalness_in_context,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_for_gs_dec_2009,Sentence naturalness survey for GS Dec 2009,1-5,14,122,5294,20,ok,ok,sentence,naturalness_in_context,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_for_gs_jan_2010,Sentence naturalness survey for GS Jan 2010,1-5,12,133,5004,20,ok,ok,sentence,naturalness_in_context,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_for_gs_jan_23_2010,Sentence naturalness survey for GS Jan 23 2010,1-5,16,216,7543,20,ok,ok,sentence,naturalness_in_context,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy,Sentence naturalness survey for GS May 11 2011 Purple Puppy,1-5,1,72,2818,30,ok,ok,sentence,naturalness_in_context,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_for_jk_april_4_2010,Sentence naturalness survey for JK April 4 2010,1-5,8,96,3814,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_for_jk_april_4_expt_3_2010,Sentence naturalness survey for JK April 4 Expt 3 2010,1-5,10,96,3963,21,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,reconstructed,"dashboard_sibling: dashboard_scale_labels for this folder, scale_source_project=""Sentence naturalness survey for JK June 24""; C row 42",english
sentence_naturalness_survey_for_jk_april_9_expt_4_2010,Sentence naturalness survey for JK April 9 Expt 4 2010,1-5,8,96,3785,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_jk_june_24_2010_v2,Sentence naturalness survey for JK June 24 2010 v2,1-5,8,176,4064,10,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_jk_mar_2010,Sentence naturalness survey for JK Mar 2010,1-5,8,96,3803,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_jkm_dec_2009,Sentence naturalness survey for JKM Dec 2009,1-5,8,128,4350,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_jkm_jan_2012,Sentence naturalness survey for JKM Jan 2012,1-5,1,128,2225,10,ok,ok,sentence,naturalness_in_context,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed: 'Read the exchange between Mary and John. How natural does Mary's final turn sound in the context that precedes it?' -- verified directly against the converted CSV: unit text is a Mary/John dialogue and 100% (128/128) of units end on a 'Mary:' turn, confirming the question's claim.","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5.",english
sentence_naturalness_survey_for_lb_dec_2009,Sentence naturalness survey for LB Dec 2009,1-5,8,108,6017,40,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_feb_2010,Sentence naturalness survey for LB Feb 2010,1-5,6,45,704,16,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_feb_20_2010,Sentence naturalness survey for LB Feb 20 2010,1-5,4,64,1911,29.5,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_feb_20_2010_v2,Sentence naturalness survey for LB Feb 20 2010 v2,1-5,6,77,2809,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_jan_2011,Sentence naturalness survey for LB- Jan 2011,1-5,1,519,11504,19,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_jan_2011_v2,Sentence naturalness survey for LB- Jan 2011 v2,1-5,1,519,11822,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_jan_2011_v3,Sentence naturalness survey for LB- Jan 2011 v3,1-5,1,519,11655,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_mar_2010,Sentence naturalness survey for LB Mar 2010,1-5,12,123,8785,58,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_mar_2010_2,Sentence naturalness survey for LB Mar 2010 #2,1-5,12,241,8799,29,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_may_2010,Sentence naturalness survey for LB May 2010,1-5,8,148,6823,41,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_prelim_oct_2010,Sentence naturalness survey for LB prelim- Oct 2010,1-5,1,402,1369,3,caveat: thin (median n/unit < 5),ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_lb_v2_oct_2010,Sentence naturalness survey for LB v2- Oct 2010,1-5,1,402,6564,15,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_rw_dec_2009,Sentence naturalness survey for RW Dec 2009,1-5,8,180,7164,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_for_rw_jan_2010,Sentence naturalness survey for RW Jan 2010,1-5,24,480,21443,20,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')","dashboard HTML scrape (questionnaire_wording.csv dashboard_scale_labels field, own folder) = 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes|No', matching SCALE_CATALOG.md row 42; verified against converted CSV individual_ratings min=1 max=5 for all rows",english
sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater,Sentence naturalness survey Laura Mar 17 2012 92 items; code= LAZY CATERPILLAR,1-7,1,368,5462,15,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,"reconstructed: 'How natural does the sentence sound?' -- folder-name convention + verified against raw MTurk export: single Input.trial_N sentence + Input.question_1_N comprehension question + one Answer.RatingN field per trial (no A/B paired stimulus columns), consistent with the standard single-sentence naturalness-rating template, not a paired-choice template.","SCALE_CATALOG.md row 41 (7-point 'Extremely unnatural...Extremely natural' naturalness scale, attested for contemporaneous tedlab studies incl. Word3/Word3-b May 2011); verified against converted CSV individual_ratings min=1 max=7 across all 368 rows.",english
sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater,Sentence naturalness survey Laura Mar 17 2012 96 items; code= LAZY CATERPILLAR,1-7,1,384,5647,15,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed: 'How natural does the sentence sound?' inferred from the recovered naturalness scale and the folder-name convention shared with all sibling '*sentence naturalness survey*' folders in this corpus; no literal on-page question text recovered for this specific folder (dashboard_instructions field empty in questionnaire_wording.csv).,"CONFLICT, resolved: questionnaire_wording.csv row for this source_folder gives dashboard_scale_labels 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes | No' (5 naturalness labels) but flags scale_source_project='Sentence naturalness survey for JK June 24' (a DIFFERENT, borrowed project, match_score 0.14-0.5) = SCALE_CATALOG.md row 42 (1 project only, not this one); this 5-point scale cannot produce the observed 1-7 rating range in the converted CSV, so it is rejected. Used instead: SCALE_CATALOG.md row 41, the 7-point naturalness scale 'Extremely unnatural . Somewhat unnatural . Slightly unnatural . Possible . Slightly natural . Somewhat natural . Extremely natural', attested for the contemporaneous, identically-named 'Word3/Word3-b: Word naturalness survey May 2011' studies, and structurally confirmed by row 5 (same 7 naturalness labels + Yes/No, attested for other 2012 tedlab naturalness studies). Verbatim match to observed 1-7 range. Exact template variant used by this specific HIT is not directly recovered (no own dashboard row survives) -- flagged as analogy-based, not a direct per-study match.",english
sentence_naturalness_survey_may_1_2011_64_items_code_shy_armadillo,Sentence naturalness survey May 1 2011 64 items; code= SHY-ARMADILLO,1-7,1,232,2556,5,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed: 'How natural does the sentence sound?' inferred from the recovered naturalness scale and the folder-name convention shared with all sibling '*sentence naturalness survey*' folders in this corpus; no literal on-page question text recovered for this specific folder (dashboard_instructions field empty in questionnaire_wording.csv).,"CONFLICT, resolved: questionnaire_wording.csv row for this source_folder gives dashboard_scale_labels 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes | No' (5 naturalness labels) but flags scale_source_project='Sentence naturalness survey for JK June 24' (a DIFFERENT, borrowed project, match_score 0.14-0.5) = SCALE_CATALOG.md row 42 (1 project only, not this one); this 5-point scale cannot produce the observed 1-7 rating range in the converted CSV, so it is rejected. Used instead: SCALE_CATALOG.md row 41, the 7-point naturalness scale 'Extremely unnatural . Somewhat unnatural . Slightly unnatural . Possible . Slightly natural . Somewhat natural . Extremely natural', attested for the contemporaneous, identically-named 'Word3/Word3-b: Word naturalness survey May 2011' studies, and structurally confirmed by row 5 (same 7 naturalness labels + Yes/No, attested for other 2012 tedlab naturalness studies). Verbatim match to observed 1-7 range. Exact template variant used by this specific HIT is not directly recovered (no own dashboard row survives) -- flagged as analogy-based, not a direct per-study match.",english
sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat,Sentence naturalness survey May 4 2011 36 items; code= ANXIOUS-BAT,1-7,1,84,1434,10,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed: 'How natural does the sentence sound?' inferred from the recovered naturalness scale and the folder-name convention shared with all sibling '*sentence naturalness survey*' folders in this corpus; no literal on-page question text recovered for this specific folder (dashboard_instructions field empty in questionnaire_wording.csv).,"CONFLICT, resolved: questionnaire_wording.csv row for this source_folder gives dashboard_scale_labels 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes | No' (5 naturalness labels) but flags scale_source_project='Sentence naturalness survey for JK June 24' (a DIFFERENT, borrowed project, match_score 0.14-0.5) = SCALE_CATALOG.md row 42 (1 project only, not this one); this 5-point scale cannot produce the observed 1-7 rating range in the converted CSV, so it is rejected. Used instead: SCALE_CATALOG.md row 41, the 7-point naturalness scale 'Extremely unnatural . Somewhat unnatural . Slightly unnatural . Possible . Slightly natural . Somewhat natural . Extremely natural', attested for the contemporaneous, identically-named 'Word3/Word3-b: Word naturalness survey May 2011' studies, and structurally confirmed by row 5 (same 7 naturalness labels + Yes/No, attested for other 2012 tedlab naturalness studies). Verbatim match to observed 1-7 range. Exact template variant used by this specific HIT is not directly recovered (no own dashboard row survives) -- flagged as analogy-based, not a direct per-study match.",english
sentence_naturalness_survey_nat_aug_28_2010_survey_code_downtown,Sentence naturalness survey Nat Aug 28 2010 survey code= Downtown,1-7,2,270,14329,46,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Possible | Slightly natural | Somewhat natural | Extremely natural,reconstructed: 'How natural does the sentence sound?' inferred from the recovered naturalness scale and the folder-name convention shared with all sibling '*sentence naturalness survey*' folders in this corpus; no literal on-page question text recovered for this specific folder (dashboard_instructions field empty in questionnaire_wording.csv).,"CONFLICT, resolved: questionnaire_wording.csv row for this source_folder gives dashboard_scale_labels 'Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Entirely natural | Yes | No' (5 naturalness labels) but flags scale_source_project='Sentence naturalness survey for JK June 24' (a DIFFERENT, borrowed project, match_score 0.14-0.5) = SCALE_CATALOG.md row 42 (1 project only, not this one); this 5-point scale cannot produce the observed 1-7 rating range in the converted CSV, so it is rejected. Used instead: SCALE_CATALOG.md row 41, the 7-point naturalness scale 'Extremely unnatural . Somewhat unnatural . Slightly unnatural . Possible . Slightly natural . Somewhat natural . Extremely natural', attested for the contemporaneous, identically-named 'Word3/Word3-b: Word naturalness survey May 2011' studies, and structurally confirmed by row 5 (same 7 naturalness labels + Yes/No, attested for other 2012 tedlab naturalness studies). Verbatim match to observed 1-7 range. Exact template variant used by this specific HIT is not directly recovered (no own dashboard row survives) -- flagged as analogy-based, not a direct per-study match.",english
short_acceptability_feb_6_2014,short acceptability feb 6 2014,1-5,2,128,2904,13,ok,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Possible | Somewhat natural | Extremely natural,"reconstructed: 'How natural does the sentence sound?' -- no dashboard_scale_labels/dashboard_instructions recovered for this folder (wording_sources=local_template;csv_input_questions only); question wording follows the corpus-wide convention that tedlab 'acceptability' studies use the naturalness-scale question (see scale_source), not a literal recovered question string.","No direct dashboard row for this folder's own scale. questionnaire_wording.csv attaches template_family=bias_norm.html / scale_labels='Strongly prefer A...Prefer B' at match_score=0.5, but that is the generic A/B-preference demo scale baked into the bias_norm.html generator file itself, not a per-study substitution, and it cannot be rated 1-5 on a single sentence -- rejected as not evidentially applicable. Instead used SCALE_CATALOG.md row 3 ('Yes . No . Extremely unnatural . Somewhat unnatural . Possible . Somewhat natural . Extremely natural', 57 projects incl. explicitly 'Acceptability Judgments - Kang'), stripped of Yes/No -> exact 5-label match to observed 1-5 range, and consistent with every other 5-point naturalness-scale sibling dataset in this batch (verb_particle_ratings, wm2_wm5, word_length_context, verb_causality_syntax) which independently confirm this exact 5-label set was tedlab's standard sentence-naturalness instrument in this period.",english
social_interaction_and_language_tasks_survey_code_talkative_pigeon,social interaction and language tasks; survey code = TALKATIVE-PIGEON,1-7,2,72,4301,45,scale_unconfirmed,ok,sentence,naturalness,Extremely unnatural | Somewhat unnatural | Slightly unnatural | Neutral | Slightly natural | Somewhat natural | Extremely natural,reconstructed: 'How natural does the sentence sound?' -- this folder's own dashboard row (wording_sources=dashboard_layout) gives no dashboard_instructions text; question follows the naturalness-scale convention evidenced by the recovered labels.,"SCALE_CATALOG.md row 40 = 'Yes . No . Extremely unnatural . Somewhat unnatural . Slightly unnatural . Neutral . Slightly natural . Somewhat natural', explicitly attested for 2 projects: 'reasoning and language tasks' AND 'social interaction and language tasks' (this dataset's own project name appears in the catalog row) -- both questionnaire_wording.csv rows (this one and its sibling 'reasoning and language tasks; survey code = TALKATIVE-PIGEON') independently show the identical truncated 8-token dashboard scrape. Stripping Yes/No leaves only 6 naturalness labels (Extremely unnatural...Somewhat natural), but the converted CSV's observed rating range is 1-7, so a 7th point is missing from BOTH recovered dashboard reads. Reconstructed the missing top label as 'Extremely natural' by analogy with every other 7-point naturalness scale in this corpus (all follow ...Slightly natural, Somewhat natural, Extremely natural), and by the internal symmetry of this scale's own bottom half (3 unnatural steps + 1 middle + expected 3 natural steps).",english
verb_causality_study_semantics_ratings_mk_april_2010,Verb causality study - semantics ratings (MK April 2010),1-5,15,188,9869,42,ok,ok,word,causativity,Always happens on its own | Probably happens on its own | Either is possible | Somebody/something probably makes it | Somebody/something always makes it,"reconstructed directly from the label poles ('Always happens on its own' vs 'Somebody/something always makes it'): 'Does the event named by the word happen on its own, or does somebody or something make it happen?' No literal on-page question text recovered (dashboard_instructions empty), but this is this folder's OWN dashboard row (wording_sources=local_template;dashboard_layout, scale_source_project matches this questionnaire's own name, match_score 0.67).","verbatim from questionnaire_wording.csv dashboard_scale_labels for this folder's own row = SCALE_CATALOG.md row 70 ('Always happens on its own . Probably happens on its own . Either is possible . Somebody/something probably makes it . Somebody/something always makes it', 1 project: 'Verb causality study - semantics ratings (MK)' -- this exact dataset).",english
