model,family,params_b,task,level,n_items,rho,ceiling,share,mass_median
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_gs_jan_23_2010,pragmatics,216,0.2518,0.942,0.2673,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy,pragmatics,72,0.0568,0.873,0.0651,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_jk_april_4_2010,discourse,96,0.178,0.886,0.2009,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_jk_april_4_expt_3_2010,discourse,96,0.3887,0.83,0.4683,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_jk_april_9_expt_4_2010,discourse,96,0.2109,0.831,0.2538,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_jk_june_24_2010_v2,discourse,176,0.0221,0.787,0.0281,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_jk_mar_2010,discourse,96,-0.0034,0.88,-0.0038,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_jkm_dec_2009,discourse,128,-0.201,0.18,-1.1166,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_jkm_jan_2012,discourse,128,-0.1465,0.266,-0.5509,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_lb_dec_2009,discourse,108,0.2845,0.832,0.342,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_lb_feb_20_2010_v2,discourse,79,0.1666,0.951,0.1752,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_lb_jan_2011,discourse,519,0.0142,0.886,0.016,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_lb_jan_2011_v2,discourse,519,0.0856,0.689,0.1242,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_lb_jan_2011_v3,discourse,519,-0.0517,0.886,-0.0584,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_lb_mar_2010_2,discourse,241,0.3959,0.935,0.4234,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_lb_mar_2010,discourse,123,0.3564,0.951,0.3748,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_lb_may_2010,discourse,148,0.0424,0.953,0.0445,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_lb_prelim_oct_2010,discourse,402,-0.0031,0.882,-0.0035,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_rw_dec_2009,discourse,180,0.1866,0.825,0.2262,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_for_rw_jan_2010,discourse,480,0.2574,0.872,0.2952,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater,sentence_semantics,368,0.4285,0.883,0.4852,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater,sentence_semantics,384,0.3716,0.883,0.4209,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat,syntax,84,0.2345,0.757,0.3097,1.0
Qwen3-1.7B,Qwen3,2.0,sentence_naturalness_survey_nat_aug_28_2010_survey_code_downtown,syntax,270,0.2639,0.956,0.276,1.0
Qwen3-1.7B,Qwen3,2.0,short_acceptability_feb_6_2014,syntax,128,-0.0547,0.907,-0.0603,1.0
Qwen3-1.7B,Qwen3,2.0,susan_canonicity_rerunning_2,syntax,52,0.506,0.95,0.5326,1.0
Qwen3-1.7B,Qwen3,2.0,topicalization_e1,syntax,77,0.7629,0.942,0.8099,1.0
Qwen3-1.7B,Qwen3,2.0,verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,188,-0.1604,0.972,-0.165,1.0
Qwen3-1.7B,Qwen3,2.0,verb_causality_study_syntax_ratings_mk_april_2010,syntax,653,-0.0656,0.633,-0.1037,1.0
Qwen3-1.7B,Qwen3,2.0,wm2_wm5_9_59_sentence_naturalness_survey_april_2011,syntax,219,0.3117,0.839,0.3715,1.0
Qwen3-1.7B,Qwen3,2.0,word3_b_word_naturalness_survey_may_4_2011_160_items_code_sleepy_bear,subword,158,0.1786,0.937,0.1907,0.9997
Qwen3-1.7B,Qwen3,2.0,word3_word_naturalness_survey_may_1_2011_45_items_code_nosy_badger,subword,45,0.2565,0.948,0.2706,0.9997
Qwen3-14B,Qwen3,14.8,50_sentences_noisy_channel_may_25_2011,pragmatics,208,0.0856,0.555,0.1542,1.0
Qwen3-14B,Qwen3,14.8,50_sentences_with_2_comp_qs_plus_rating_mar_11_2011,sentence_semantics,208,0.4968,0.588,0.845,1.0
Qwen3-14B,Qwen3,14.8,acceptability_extension_959_v5,syntax,566,0.7983,0.797,1.0016,1.0
Qwen3-14B,Qwen3,14.8,acceptability_judgments_kang,syntax,136,0.8153,0.974,0.8371,1.0
Qwen3-14B,Qwen3,14.8,acceptability_replication_959,syntax,288,0.9255,0.964,0.9601,1.0
Qwen3-14B,Qwen3,14.8,acd_context_polly_1_nov_23_2012,discourse,310,0.1944,0.462,0.4207,1.0
Qwen3-14B,Qwen3,14.8,acd_no_context_polly_1_nov_23_2012,syntax,213,0.6133,0.838,0.7318,1.0
Qwen3-14B,Qwen3,14.8,acd_project_also_3_nov_24_2012_2,syntax,128,0.5169,0.874,0.5914,1.0
Qwen3-14B,Qwen3,14.8,acd_project_expt_23_also_nov_16_2012,syntax,600,0.565,0.825,0.6848,1.0
Qwen3-14B,Qwen3,14.8,acd_project_expt_24_same_diff_verbs_nov_16_2012,syntax,472,0.6184,0.89,0.6948,1.0
Qwen3-14B,Qwen3,14.8,acd_project_expt_31_same_diff_verbs_nov_16_2012_1,syntax,176,0.6502,0.755,0.8612,1.0
Qwen3-14B,Qwen3,14.8,acd_project_expt_42_also_verbs_nov_29_2012_1,syntax,176,0.3719,0.63,0.5903,1.0
Qwen3-14B,Qwen3,14.8,acd_project_expt_44_the_same_nov_29_2012_1,syntax,140,0.5706,0.601,0.9494,1.0
Qwen3-14B,Qwen3,14.8,acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012,syntax,360,0.5547,0.774,0.7167,1.0
Qwen3-14B,Qwen3,14.8,acd_project_expt_46_also_in_hkv_2_nov_29_2012_1,syntax,448,0.4995,0.56,0.892,1.0
Qwen3-14B,Qwen3,14.8,active_passive_sentence_naturalness_survey_july_2012,syntax,132,0.7786,0.887,0.8778,1.0
Qwen3-14B,Qwen3,14.8,aixiu_coherence_en_update1,sentence_semantics,277,0.8384,0.882,0.9506,1.0
Qwen3-14B,Qwen3,14.8,alex_paunov_literal_inferences_dec_3_2011,pragmatics,299,0.6414,0.908,0.7064,1.0
Qwen3-14B,Qwen3,14.8,amouyal2024_plausibility,sentence_semantics,853,0.6292,0.915,0.6876,1.0
Qwen3-14B,Qwen3,14.8,animacy_passive_dative_kyle,syntax,120,0.6968,0.926,0.7524,1.0
Qwen3-14B,Qwen3,14.8,anne_abeille_acceptability_july_12_2017_1,syntax,296,0.6295,0.635,0.9914,1.0
Qwen3-14B,Qwen3,14.8,base_acceptability_0908,syntax,73,0.5258,0.931,0.5647,1.0
Qwen3-14B,Qwen3,14.8,brief_sentence_naturalness_survey_march_2011,sentence_semantics,64,0.8294,0.96,0.864,1.0
Qwen3-14B,Qwen3,14.8,can_noncan_acceptability_0924,syntax,88,0.791,0.966,0.8189,1.0
Qwen3-14B,Qwen3,14.8,can_noncan_acceptability_2,syntax,88,0.8351,0.962,0.868,1.0
Qwen3-14B,Qwen3,14.8,chinese_dative,discourse,96,0.5984,0.715,0.8369,1.0
Qwen3-14B,Qwen3,14.8,class_demo,syntax,44,0.8377,0.927,0.9036,1.0
Qwen3-14B,Qwen3,14.8,clefting_e3,syntax,48,0.6579,0.877,0.7502,1.0
Qwen3-14B,Qwen3,14.8,clefting_e4,syntax,48,0.7974,0.969,0.8229,1.0
Qwen3-14B,Qwen3,14.8,coherence_survey_list1_main,discourse,100,0.889,0.95,0.9357,1.0
Qwen3-14B,Qwen3,14.8,coherence_survey_list2_main,discourse,100,0.9105,0.948,0.9605,1.0
Qwen3-14B,Qwen3,14.8,coherence_survey_list3_main,discourse,100,0.9035,0.942,0.9591,1.0
Qwen3-14B,Qwen3,14.8,coherence_survey_list4_main,discourse,100,0.8671,0.95,0.9128,1.0
Qwen3-14B,Qwen3,14.8,constituency_tests_2,syntax,48,0.746,0.836,0.8923,1.0
Qwen3-14B,Qwen3,14.8,constituency_tests,syntax,48,0.5399,0.654,0.8256,1.0
Qwen3-14B,Qwen3,14.8,copy_cat_polly_june_2014,discourse,102,0.6951,0.865,0.8035,1.0
Qwen3-14B,Qwen3,14.8,copy_of_verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,62,0.4206,0.83,0.5068,1.0
Qwen3-14B,Qwen3,14.8,crossed_dependencies_long,syntax,201,0.7363,0.899,0.8191,1.0
Qwen3-14B,Qwen3,14.8,cul_jack_april_12_2012_54_short_texts_with_two_comprehension_questions,syntax,210,0.5829,0.896,0.6506,1.0
Qwen3-14B,Qwen3,14.8,cul_jack_sentence_naturalness_survey_april_2010,syntax,220,0.7932,0.952,0.8332,1.0
Qwen3-14B,Qwen3,14.8,dative_alternation_extension_version_2,syntax,229,0.4853,0.456,1.0643,1.0
Qwen3-14B,Qwen3,14.8,dative_finnish,discourse,96,0.5836,0.689,0.847,1.0
Qwen3-14B,Qwen3,14.8,dative_turkish,discourse,96,0.1861,0.734,0.2536,1.0
Qwen3-14B,Qwen3,14.8,dentella2023_grammaticality,syntax,80,0.6155,0.981,0.6274,0.0022
Qwen3-14B,Qwen3,14.8,depth_charge_survey,sentence_semantics,188,0.4673,0.846,0.5524,1.0
Qwen3-14B,Qwen3,14.8,depth_charge_with_noise,sentence_semantics,188,0.6389,0.854,0.7481,1.0
Qwen3-14B,Qwen3,14.8,discourse_30subjs_list1,discourse,100,0.8805,0.941,0.9357,1.0
Qwen3-14B,Qwen3,14.8,discourse_30subjs_list2,discourse,100,0.9032,0.951,0.9497,1.0
Qwen3-14B,Qwen3,14.8,discourse_30subjs_list3,discourse,100,0.9023,0.947,0.9528,1.0
Qwen3-14B,Qwen3,14.8,discourse_30subjs_list4,discourse,100,0.8922,0.942,0.9471,1.0
Qwen3-14B,Qwen3,14.8,discourse_causality_list1,discourse,100,0.7886,0.935,0.8434,1.0
Qwen3-14B,Qwen3,14.8,discourse_causality_list2,discourse,100,0.8125,0.952,0.8535,1.0
Qwen3-14B,Qwen3,14.8,discourse_causality_list3,discourse,100,0.7661,0.933,0.8211,1.0
Qwen3-14B,Qwen3,14.8,discourse_causality_list4,discourse,100,0.7658,0.955,0.8019,1.0
Qwen3-14B,Qwen3,14.8,discourse_changed_0428,discourse,48,0.8236,0.953,0.8642,1.0
Qwen3-14B,Qwen3,14.8,discourse_coherence_list1,discourse,100,0.8897,0.943,0.9435,1.0
Qwen3-14B,Qwen3,14.8,discourse_coherence_list2,discourse,100,0.8723,0.936,0.9319,1.0
Qwen3-14B,Qwen3,14.8,discourse_coherence_list3,discourse,100,0.8731,0.95,0.919,1.0
Qwen3-14B,Qwen3,14.8,discourse_coherence_list4,discourse,100,0.8476,0.933,0.9085,1.0
Qwen3-14B,Qwen3,14.8,discourse_imagability_pairs_list1,sentence_semantics,100,0.6331,0.917,0.6904,1.0
Qwen3-14B,Qwen3,14.8,discourse_imagability_pairs_list2,sentence_semantics,100,0.7004,0.946,0.7404,1.0
Qwen3-14B,Qwen3,14.8,discourse_imagability_singles_list1,sentence_semantics,100,0.7239,0.938,0.7717,1.0
Qwen3-14B,Qwen3,14.8,discourse_imagability_singles_list2,sentence_semantics,100,0.8025,0.954,0.8412,1.0
Qwen3-14B,Qwen3,14.8,discourse_imagability_singles_list3,sentence_semantics,100,0.7594,0.931,0.8157,1.0
Qwen3-14B,Qwen3,14.8,discourse_imagability_singles_list4,sentence_semantics,100,0.768,0.948,0.8101,1.0
Qwen3-14B,Qwen3,14.8,discourse_mentalizing_pairs_list1,sentence_semantics,100,0.8255,0.928,0.8895,1.0
Qwen3-14B,Qwen3,14.8,discourse_mentalizing_pairs_list2,sentence_semantics,100,0.8236,0.931,0.8847,1.0
Qwen3-14B,Qwen3,14.8,discourse_mentalizing_singles_list1,sentence_semantics,100,0.6296,0.935,0.6734,1.0
Qwen3-14B,Qwen3,14.8,discourse_mentalizing_singles_list2,sentence_semantics,100,0.822,0.925,0.8886,1.0
Qwen3-14B,Qwen3,14.8,discourse_mentalizing_singles_list3,sentence_semantics,100,0.6762,0.909,0.7439,1.0
Qwen3-14B,Qwen3,14.8,discourse_mentalizing_singles_list4,sentence_semantics,100,0.826,0.952,0.8677,1.0
Qwen3-14B,Qwen3,14.8,discourse_physics_pairs_list1,sentence_semantics,100,0.6144,0.957,0.642,1.0
Qwen3-14B,Qwen3,14.8,discourse_physics_pairs_list2,sentence_semantics,100,0.6575,0.951,0.6914,1.0
Qwen3-14B,Qwen3,14.8,discourse_physics_singles_list1,sentence_semantics,100,0.8257,0.943,0.8756,1.0
Qwen3-14B,Qwen3,14.8,discourse_physics_singles_list2,sentence_semantics,100,0.7716,0.952,0.8105,1.0
Qwen3-14B,Qwen3,14.8,discourse_physics_singles_list3,sentence_semantics,100,0.8315,0.941,0.8837,1.0
Qwen3-14B,Qwen3,14.8,discourse_physics_singles_list4,sentence_semantics,100,0.8291,0.942,0.8801,1.0
Qwen3-14B,Qwen3,14.8,discourse_scenes_pairs_list1,sentence_semantics,100,0.8817,0.944,0.934,1.0
Qwen3-14B,Qwen3,14.8,discourse_scenes_pairs_list2,sentence_semantics,100,0.9184,0.95,0.9668,1.0
Qwen3-14B,Qwen3,14.8,discourse_scenes_singles_list1,sentence_semantics,100,0.9013,0.944,0.9548,1.0
Qwen3-14B,Qwen3,14.8,discourse_scenes_singles_list2,sentence_semantics,100,0.8977,0.949,0.9459,1.0
Qwen3-14B,Qwen3,14.8,discourse_scenes_singles_list3,sentence_semantics,100,0.8709,0.966,0.9015,1.0
Qwen3-14B,Qwen3,14.8,discourse_scenes_singles_list4,sentence_semantics,100,0.896,0.964,0.9294,1.0
Qwen3-14B,Qwen3,14.8,diveica2023_socialness,lexical_semantics,1000,0.8488,0.883,0.9613,1.0
Qwen3-14B,Qwen3,14.8,ecog_sentences_imaginability_jan_8_2014,sentence_semantics,120,0.3794,0.833,0.4555,1.0
Qwen3-14B,Qwen3,14.8,ecog_sentences_naturalness_jan_8_2014_2,sentence_semantics,120,0.5635,0.727,0.7751,1.0
Qwen3-14B,Qwen3,14.8,edwards2024_spelling_to_pronunciation_transparency,subword,1000,0.5991,0.826,0.7253,1.0
Qwen3-14B,Qwen3,14.8,erp_norming_error_detection_june_2013_4,syntax,323,-0.5547,0.841,-0.6595,1.0
Qwen3-14B,Qwen3,14.8,erp_sentence_naturalness_survey_june_2013_2,syntax,483,0.8504,0.922,0.9223,1.0
Qwen3-14B,Qwen3,14.8,eunice_disfluency_2_nov_17_2011,syntax,190,0.7169,0.832,0.8616,1.0
Qwen3-14B,Qwen3,14.8,eunice_disfluency_nov_15_2011,syntax,468,0.6435,0.807,0.7975,1.0
Qwen3-14B,Qwen3,14.8,european_portuguese_rc,syntax,174,0.7605,0.84,0.9054,1.0
Qwen3-14B,Qwen3,14.8,european_portuguese_wh,syntax,174,0.8011,0.893,0.897,1.0
Qwen3-14B,Qwen3,14.8,extension,syntax,138,0.7204,0.872,0.8261,1.0
Qwen3-14B,Qwen3,14.8,gabriel_rc,syntax,174,0.7435,0.818,0.9089,1.0
Qwen3-14B,Qwen3,14.8,gabriel_wh,syntax,174,0.7986,0.902,0.8854,1.0
Qwen3-14B,Qwen3,14.8,giurgea2025_motivation,lexical_semantics,1000,0.6823,0.856,0.7971,1.0
Qwen3-14B,Qwen3,14.8,huang_response_set1a,syntax,288,0.5329,0.966,0.5516,1.0
Qwen3-14B,Qwen3,14.8,huang_response_set1b,syntax,288,0.5347,0.964,0.5547,1.0
Qwen3-14B,Qwen3,14.8,huang_response_set2a,syntax,288,0.7257,0.97,0.7481,1.0
Qwen3-14B,Qwen3,14.8,huang_response_set2a_declaratives,syntax,288,0.7005,0.97,0.7222,1.0
Qwen3-14B,Qwen3,14.8,huang_response_set2b,syntax,288,0.692,0.97,0.7134,1.0
Qwen3-14B,Qwen3,14.8,huang_response_set2b_declaratives,syntax,288,0.7361,0.974,0.7557,1.0
Qwen3-14B,Qwen3,14.8,imperative_control_iad_gs_may_16_2011_purple_puppy,pragmatics,96,0.4862,0.86,0.5654,1.0
Qwen3-14B,Qwen3,14.8,isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c,syntax,256,0.704,0.885,0.7955,1.0
Qwen3-14B,Qwen3,14.8,islands_acceptability_expt_2_dec_2_2012,syntax,480,0.7043,0.874,0.8059,1.0
Qwen3-14B,Qwen3,14.8,italian_dative_v2,discourse,192,0.171,0.604,0.2832,1.0
Qwen3-14B,Qwen3,14.8,italian_locative_v7,discourse,192,0.416,0.66,0.6304,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_auditory,lexical_semantics,1000,0.4157,0.831,0.5003,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_foot_leg,lexical_semantics,1000,0.5286,0.729,0.7251,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_gustatory,lexical_semantics,1000,0.3626,0.545,0.6653,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_hand_arm,lexical_semantics,1000,0.4005,0.783,0.5115,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_haptic,lexical_semantics,1000,0.4959,0.808,0.6137,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_head,lexical_semantics,1000,0.4273,0.57,0.7497,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_interoceptive,lexical_semantics,1000,0.6357,0.778,0.8171,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_mouth,lexical_semantics,1000,0.3814,0.777,0.4908,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_olfactory,lexical_semantics,1000,0.437,0.622,0.7026,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_torso,lexical_semantics,1000,0.4016,0.675,0.5949,1.0
Qwen3-14B,Qwen3,14.8,lancaster2020_visual,lexical_semantics,1000,0.5241,0.767,0.6833,1.0
Qwen3-14B,Qwen3,14.8,lauren_sentence_naturalness_survey_expt3_nov_17_2011,syntax,460,0.5888,0.633,0.9302,1.0
Qwen3-14B,Qwen3,14.8,lauren_sentence_naturalness_survey_expt_2_nov_15_2011,syntax,252,0.6366,0.712,0.8941,1.0
Qwen3-14B,Qwen3,14.8,lauren_sentence_naturalness_survey_oct_14_2011,syntax,360,0.6531,0.703,0.929,1.0
Qwen3-14B,Qwen3,14.8,lexical_frame_adjectives_likert_set1,syntax,384,0.711,0.83,0.8566,1.0
Qwen3-14B,Qwen3,14.8,lexical_frame_adjectives_likert_set2,syntax,384,0.6409,0.744,0.8615,1.0
Qwen3-14B,Qwen3,14.8,lexical_frame_adjectives_likert_set3,syntax,384,0.7361,0.873,0.8432,1.0
Qwen3-14B,Qwen3,14.8,locative_topicalization_survey,discourse,229,0.6795,0.777,0.8745,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_arousal_mar_2013,lexical_semantics,1000,0.2363,0.883,0.2676,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_arousal_mar_2013_end_2,lexical_semantics,242,0.236,0.85,0.2777,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_arousal_mar_2014,lexical_semantics,1000,0.4201,0.863,0.4868,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_arousal_mar_2014_end_1,lexical_semantics,242,0.3569,0.886,0.4029,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_concreteness_mar_2013,lexical_semantics,1000,0.7267,0.956,0.7601,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_concreteness_mar_2013_end_1,lexical_semantics,242,0.8743,0.959,0.9116,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_concreteness_mar_2014,lexical_semantics,1000,0.7333,0.952,0.7703,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_concreteness_mar_2014_end_1,lexical_semantics,242,0.7775,0.955,0.8142,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_imageability_mar_2013,lexical_semantics,1000,0.714,0.961,0.743,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_imageability_mar_2013_end_1,lexical_semantics,242,0.748,0.963,0.7767,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_imageability_mar_2014,lexical_semantics,1000,0.678,0.948,0.7152,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_imageability_mar_2014_end_1,lexical_semantics,242,0.7252,0.964,0.7523,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_valence_mar_2013,lexical_semantics,1000,0.61,0.948,0.6435,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_valence_mar_2013_end_1,lexical_semantics,242,0.8697,0.966,0.9003,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_valence_mar_2014,lexical_semantics,1000,0.8641,0.961,0.8992,1.0
Qwen3-14B,Qwen3,14.8,massive_mem_valence_mar_2014_end_1,lexical_semantics,242,0.8732,0.959,0.9105,1.0
Qwen3-14B,Qwen3,14.8,melissa_short_naturalness_test,sentence_semantics,24,0.8643,0.968,0.8929,1.0
Qwen3-14B,Qwen3,14.8,missing_vp_extension_0501_final,syntax,72,0.5061,0.741,0.683,1.0
Qwen3-14B,Qwen3,14.8,missing_vp_extension,syntax,80,0.5246,0.881,0.5954,1.0
Qwen3-14B,Qwen3,14.8,missing_vp_rereplication,syntax,72,0.6217,0.707,0.8794,1.0
Qwen3-14B,Qwen3,14.8,mk_grammaticality_study_7_20,syntax,1000,0.4035,0.876,0.4606,1.0
Qwen3-14B,Qwen3,14.8,muraki2023_concreteness,lexical_semantics,1000,0.3096,0.829,0.3735,1.0
Qwen3-14B,Qwen3,14.8,noisy_channel_acceptability_1_sept_2013_1,syntax,496,0.8499,0.921,0.9228,1.0
Qwen3-14B,Qwen3,14.8,noisy_channel_acceptability_2_sept_2013,syntax,380,0.8853,0.965,0.9174,1.0
Qwen3-14B,Qwen3,14.8,noisy_rc_norming_oct19,sentence_semantics,128,0.5641,0.838,0.6732,1.0
Qwen3-14B,Qwen3,14.8,of_acceptability_2,syntax,88,0.8189,0.951,0.8611,1.0
Qwen3-14B,Qwen3,14.8,orange_camel_sentence_naturalness_survey_nov_2010,discourse,144,0.7532,0.861,0.8748,1.0
Qwen3-14B,Qwen3,14.8,orc_lauren_sentence_naturalness_survey_july_2012,syntax,192,0.8594,0.948,0.9066,1.0
Qwen3-14B,Qwen3,14.8,p_p_sentence_naturalness_survey_aug_2010,syntax,252,0.367,0.859,0.4272,1.0
Qwen3-14B,Qwen3,14.8,p_p_sentence_naturalness_survey_dec_2009,syntax,324,0.523,0.95,0.5505,1.0
Qwen3-14B,Qwen3,14.8,p_p_sentence_naturalness_survey_feb,syntax,614,0.4736,0.664,0.7132,1.0
Qwen3-14B,Qwen3,14.8,p_p_sentence_naturalness_survey_june_2013_v3,syntax,242,0.6233,0.928,0.6716,1.0
Qwen3-14B,Qwen3,14.8,paris_judgments_3_dec_2012,syntax,477,0.4922,0.845,0.5825,1.0
Qwen3-14B,Qwen3,14.8,pascal_1_dec_2012,syntax,544,0.1539,0.066,2.3316,1.0
Qwen3-14B,Qwen3,14.8,presup_survey_1_acd_july_2012,pragmatics,240,0.7222,0.83,0.8701,1.0
Qwen3-14B,Qwen3,14.8,presup_survey_2_acd_july_2012,pragmatics,240,0.4056,0.665,0.6099,1.0
Qwen3-14B,Qwen3,14.8,pronouns_following_verbs,pragmatics,44,0.1004,0.706,0.1422,1.0
Qwen3-14B,Qwen3,14.8,pronouns_following_verbs_an,pragmatics,44,0.1,0.663,0.1508,1.0
Qwen3-14B,Qwen3,14.8,pronouns_following_verbs_ce,pragmatics,44,0.0614,0.708,0.0867,1.0
Qwen3-14B,Qwen3,14.8,pronouns_following_verbs_sm,pragmatics,44,-0.2308,0.443,-0.521,1.0
Qwen3-14B,Qwen3,14.8,pronouns_following_verbs_so,pragmatics,44,-0.0352,0.509,-0.0692,1.0
Qwen3-14B,Qwen3,14.8,pronouns_following_verbs_ve,pragmatics,45,0.2277,0.567,0.4016,1.0
Qwen3-14B,Qwen3,14.8,quant_syn_april_13_2012_90_sentences_with_a_question_and_a_rating_code,syntax,184,0.7698,0.91,0.846,1.0
Qwen3-14B,Qwen3,14.8,quant_syn_april_14_2012_48_sentences_with_a_question_and_a_rating_code,syntax,168,0.7765,0.96,0.8088,1.0
Qwen3-14B,Qwen3,14.8,quant_syn_april_16_2012_36_sentences_with_a_question_and_a_rating_code,syntax,126,0.8098,0.965,0.8392,1.0
Qwen3-14B,Qwen3,14.8,quantifier_naturalness_survey_june_4_2010,syntax,192,0.5913,0.639,0.9254,1.0
Qwen3-14B,Qwen3,14.8,quantitative_syntax_survey,syntax,129,0.7385,0.852,0.8668,1.0
Qwen3-14B,Qwen3,14.8,rating_english_sentences,syntax,240,0.7196,0.899,0.8005,1.0
Qwen3-14B,Qwen3,14.8,reasoning_and_language_tasks_survey_code_talkative_pigeon,syntax,72,0.6812,0.941,0.7239,1.0
Qwen3-14B,Qwen3,14.8,relative_clause_displacements_in_english_sentences,syntax,180,0.4872,0.501,0.9724,1.0
Qwen3-14B,Qwen3,14.8,relative_clause_displacements_in_english_sentences_with_fill,syntax,93,0.5612,0.846,0.6634,1.0
Qwen3-14B,Qwen3,14.8,replication_study_9_59,discourse,185,0.5513,0.363,1.5186,1.0
Qwen3-14B,Qwen3,14.8,richard_islands_acceptability_expt_1_april_25_2013_3,syntax,144,0.684,0.819,0.8352,1.0
Qwen3-14B,Qwen3,14.8,richard_islands_acceptability_expt_2_april_26_2013,syntax,228,0.8771,0.92,0.9534,1.0
Qwen3-14B,Qwen3,14.8,richard_islands_acceptability_expt_4_april_26_2013_1,syntax,100,0.8436,0.931,0.9061,1.0
Qwen3-14B,Qwen3,14.8,richard_islands_acceptability_expt_5_april_27_2013_1,syntax,132,0.5502,0.619,0.8889,1.0
Qwen3-14B,Qwen3,14.8,richard_islands_acceptability_expt_6_april_28_2013_while_whq_decl,syntax,100,0.9022,0.965,0.9349,1.0
Qwen3-14B,Qwen3,14.8,russian_freezing,syntax,180,0.8417,0.898,0.9373,1.0
Qwen3-14B,Qwen3,14.8,semantics1_finalproject,sentence_semantics,96,0.8625,0.972,0.8874,1.0
Qwen3-14B,Qwen3,14.8,semantics2_finalproject,sentence_semantics,96,0.8172,0.986,0.8288,1.0
Qwen3-14B,Qwen3,14.8,semantics3_final_project,pragmatics,96,0.6888,0.974,0.7072,1.0
Qwen3-14B,Qwen3,14.8,sentence_completions_and_islands_acceptability_expt_1_nov_13_2012,syntax,112,0.833,0.969,0.8596,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_isac_survey_feb_2011,syntax,304,0.7627,0.836,0.9124,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_acd_ratings_hackl_expt_7_oct_25_2012_1,syntax,176,0.6602,0.886,0.7452,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_acd_ratings_hackl_replic_expt_1_july_14_20,syntax,480,0.6443,0.864,0.7458,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_acd_ratings_v4_july_13_2012,syntax,176,0.6204,0.748,0.8294,1.0
