dataset,domain,status,type,severity,verified,verify_note,fixable_from_raw,description,evidence,proposed_fix,missing_info
crossed_dependencies_long,surveyor/syntax,issues,misleading_boilerplate_instruction,high,True,,yes,"Same stray 'there are correct answers for many questions' clause as crossed_dependencies, misrepresenting a purely subjective naturalness-rating task.",Instruction file line 1 identical to crossed_dependencies: '...Please note that there are correct answers for many questions.' Raw literal_response is NaN for all 192 stimuli rows; no comprehension apparatus in parameters.json.,"Please read each sentence and then answer the question immediately following.
How natural do you find the statement above?
Rate on a scale from 5 - Very Natural to 1 - Very Unnatural.
Answer with one number.

<<{sentence}>>",
dative_alternation_extension_version_2,surveyor/syntax,issues,filler_items_included,medium,,,yes,"48 unrelated 'comprehension-filler' sentences are folded into the converted dative-alternation norm CSV alongside the critical NPNP/NPPP items, with no condition tag retained to separate them.","Raw stimuli condition 'comprehension-filler' has 48 sentences (e.g. 'The professor conducted an inquiry into the students.'), all 48 confirmed present in the converted CSV via set-membership check against the raw stimuli.","Exclude rows where raw stimuli condition=='comprehension-filler' when building the norm CSV, or document the filler admixture explicitly in the README.",
dative_alternation_extension_version_2,surveyor/syntax,issues,dropped_zero_response_items,low,,,yes,"6 raw critical-condition sentences are absent from the converted CSV (229 vs 235 unique raw sentences), but this was verified to be correct/legitimate, not a bug.","Verified all 6 missing sentences (e.g. 'The secretary handed the priest a stapler.') have n=0 responses in the raw data.csv, i.e. they were never actually shown/answered, so exclusion is correct.",,No fix needed; noted for completeness only.
demo_9_59_2025,surveyor/syntax,issues,filler_items_included,medium,,,yes,"12 of 44 converted units (27%) are unrelated filler sentences with no particle/preposition-shift manipulation, folded into the dataset.","Raw stimuli condition counts: filler=12, preposition-last_short=8, preposition-last_long=8, preposition-first_short=8, preposition-first_long=8. All 44 converted units match all 44 raw stimuli 1:1.",Drop rows where raw stimuli condition=='filler' before building the norm CSV.,
demo_9_59_2026,surveyor/syntax,issues,filler_items_included,medium,,,yes,"12 of 44 converted units (27%) are unrelated filler sentences, same pattern as demo_9_59_2025 (companion re-run with particle-shift wording).","Raw stimuli condition counts: filler=12, particle-last_short=8, particle-last_long=8, particle-first_short=8, particle-first_long=8. All 44 converted units match all 44 raw stimuli 1:1.",Drop rows where raw stimuli condition=='filler' before building the norm CSV.,
depth_charge_survey,surveyor/syntax,issues,filler_items_included,medium,,,yes,"60 of 188 converted units (32%) are unrelated filler sentences with no depth-charge/NPI-illusion manipulation, folded into the dataset under a name specific to that phenomenon.","Raw stimuli condition counts: filler=60, negini_negadj=32, negini_posadj=32, posini_negadj=32, posini_posadj=32. All 188 converted units match all 188 raw stimuli 1:1. Response-value spot check confirms scale integrity: 7-makes perfect sense=922, 1-makes no sense=651, 4-intermediate=477, 6=421, 5=345, 3=291, 2=287.",Drop rows where raw stimuli condition=='filler' before building the norm CSV.,
extension,surveyor/syntax,issues,duplicate_item_merged,low,,,partial,"Raw stimuli.csv has 144 rows but only 138 unique sentence strings: items 5 and 21 are exact text duplicates across all 6 conditions. Sentence-text-keyed conversion pools their ratings into one unit per condition, so the 6 affected units show roughly double the typical n.","stimuli.csv item 5 root_crossed and item 21 root_crossed are byte-identical ('A find quarter or another small coin.'), same for all 6 conditions of these two items; extension.csv row 'Find a quarter or another small coin.' has n=16 vs typical n~7-11.",,"Whether items 5/21 were an intentional repeat or a stimulus-list authoring error is a design judgment call for the survey author; raw item/condition columns exist so re-keying by (item, condition) instead of sentence text is possible if desired."
extension_study,surveyor/syntax,issues,duplicate_item_merged,low,,,partial,"Raw stimuli.csv has 144 rows but only 142 unique sentence strings: item 4's formal_long/formal_short pair is text-identical, and separately its informal_long/informal_short pair is text-identical. Pipeline merges each pair, losing item 4's length manipulation.",stimuli.csv item 4 formal_long and formal_short both read 'The dietician emphasized the importance of regular...' (identical); informal_long/informal_short of item 4 likewise identical; extension_study.csv has 142 rows vs 144 raw stimuli rows.,,"Whether item 4's short/long forms were meant to differ is a stimulus-design question for the survey author; re-keying by (item, condition) rather than sentence text would separate them if desired."
italian_dative_v2,surveyor/syntax,issues,generic_bold_word_in_instruction_vs_html,low,,,yes,"Instruction/index prompt text renders raw <b>grassetto</b> markup as plain 'grassetto'; cosmetic only, not a functional discrepancy.",index prompt 'valuta quanto e naturale la frase in grassetto .' vs raw stimuli prompt with <b>grassetto</b> tags.,,
italian_locative_v7,surveyor/syntax,issues,unscreened_participant_included,low,,,yes,"Instructions explicitly ask non-native Italian speakers not to complete the survey, but one participant who self-reported italian_first_language=='No' (24 of 1198 ratings, 2%) was not excluded from the norm.","data.csv italian_first_language value_counts: Si=1174, No=24 (all 24 from participant_id 5e6e853c1b327543ad8df90e). a_index n_ratings=1198 = full unfiltered data.csv row count.",Exclude participant_id 5e6e853c1b327543ad8df90e (italian_first_language=='No') from the aggregation.,
lexical_frame_adjectives_likert_set1,surveyor/syntax,issues,filler_leakage,high,True,,yes,"50% of the converted norm's units (192 of 384) are filler/distractor sentences (experiment startswith 'filler'), structurally unrelated to the critical verb-frame-frequency extraction manipulation (experiment startswith 'target'), pooled indiscriminately into the naturalness norm.","stim['experiment'].str.startswith('filler') counts: True=192, False=192 out of 384. Example filler unit in converted CSV: 'James was glad that Linda arrived.' (experiment='filler/glad/declarative'), alongside target unit 'What was James glad that Linda stole?' (experiment='target/glad/wh-question'). data.csv is_filler response counts: True=3834, False=3834.","Recompute the norm restricted to stim rows where experiment startswith 'target', dropping all 'filler/*' rows from stimuli.csv and data.csv before aggregating mean/std/n/individual_ratings.",
lexical_frame_adjectives_likert_set2,surveyor/syntax,issues,filler_leakage,high,True,,yes,"50% of the converted norm's units (192 of 384) are filler/distractor sentences pooled with the critical 'target/*' verb-frame-frequency items, identical pattern to lexical_frame_adjectives_likert_set1.","stim['experiment'].str.startswith('filler') counts: True=192, False=192. Example filler unit: 'Jennifer was glad that William agreed.' (experiment='filler/glad/declarative'). data.csv is_filler counts: True=3829, False=3817.","Recompute the norm restricted to experiment startswith 'target', dropping 'filler/*' rows before aggregating.",
lexical_frame_adjectives_likert_set3,surveyor/syntax,issues,filler_leakage,high,True,,yes,"50% of the converted norm's units (192 of 384) are filler/distractor sentences pooled with the critical 'target/*' verb-frame-frequency items, identical pattern to sets 1/2.","stim['experiment'].str.startswith('filler') counts: True=192, False=192. data.csv is_filler counts: False=3825, True=3818.","Recompute the norm restricted to experiment startswith 'target', dropping 'filler/*' rows before aggregating.",
locative_topicalization_survey,surveyor/syntax,issues,filler_leakage,high,True,,yes,"All 40 filler sentences (experiment=='filler') were pooled into the converted norm alongside 189 surviving critical locative-topicalization items (3 of the 192 critical item x condition cells had zero raw responses and were correctly omitted, not an error).","stim['experiment'].value_counts(): locative_topicalization=192, filler=40. Filler sentences (e.g. 'The college student was wondering whether to go to the end-of-semester party. Eventually, he decided to go.') present verbatim in converted CSV. data.csv: 1358 of 2172 responses (62.5%) come from experiment=='filler'.","Recompute the norm restricted to experiment=='locative_topicalization', dropping experiment=='filler' rows from stimuli.csv and data.csv before aggregating.",
of_acceptability_2,surveyor/syntax,issues,filler_leakage,high,True,,yes,"45% of the converted norm's units (40 of 88) and 62.5% of its total response weight are filler/distractor sentences (experiment=='Filler'), pooled indiscriminately with the 48 critical of-preposition-stranding acceptability items ('V-Prep-NP'/'V-P-NP').","stim['experiment'].value_counts(): Filler=40, V-Prep-NP=24, V-P-NP=24. data.csv groupby('experiment')['response'].count(): Filler=2398, V-P-NP=719, V-Prep-NP=720.","Recompute the norm restricted to experiment in {'V-Prep-NP','V-P-NP'}, dropping experiment=='Filler' rows before aggregating.",
rating_english_sentences,surveyor/syntax,issues,filler_leakage,high,True,,yes,"One-third of the converted norm's units (80 of 240) and roughly half of its response weight are filler sentences (experiment=='filler'), pooled with the 160 critical 'vpp' acceptability items. The instruction text itself ('...complete all 160 sentences') implies the study's target critical set was the 160 vpp items, not the full 240-item pool including fillers.","stim['experiment'].value_counts(): vpp=160, filler=80. data.csv groupby('experiment')['response'].count(): filler=3133, vpp=3148. Instruction file: '...to complete all 160 sentences' while converted CSV has 240 units.","Recompute the norm restricted to experiment=='vpp', dropping experiment=='filler' rows before aggregating.",
topicalization_e1,surveyor/syntax,issues,item_selection,medium,,,yes,"Converted norm dataset (76 units) includes all 28 filler sentences from raw survey alongside the 48 critical topicalization items, with no column distinguishing filler vs critical rows. Sibling datasets topicalization_e1_v2/e2 (same construction) contain only the 48 critical rows, confirming this is an e1-specific inconsistency, not intended design.","raw stimuli.csv condition value_counts = {filler:28, NP/PP(of):24, NP/PP(other):24}; converted CSV has exactly 76 units=28+48; filler sentences like 'All her years in Hollywood she wanted to keep the natural look.' appear verbatim as unit rows alongside critical items.","Filter raw stimuli.csv to condition != 'filler' before building norm CSV, matching item selection already used in topicalization_e1_v2 and topicalization_e2; drop the 28 filler rows from topicalization_e1.csv.",
aixiu_coherence_en_update1,surveyor/sentence_semantics,issues,irrelevant_instruction_text,low,,,yes,"Instruction preamble states 'Please note that there are correct answers for many questions', but this survey has no comprehension-check/practice items with objectively correct answers -- pure subjective acceptability rating.","instructions file line1: '...Please note that there are correct answers for many questions.' Raw stimuli.csv: 288/288 rows are plain acceptability items, no comprehension/practice question_type; parameters.json has no top-level 'instructions' text either.",Remove the sentence 'Please note that there are correct answers for many questions.' from the instruction preamble.,
coherence_survey_list1_main,surveyor/sentence_semantics,issues,practice_items_leaked,high,True,,yes,Two practice trials (raw item 1 and item 2) for which participants were given an explicit answer hint in the raw 'options' field leaked into the converted norm dataset as ordinary critical items.,"stimuli.csv item1='...puppy...Aunt Kylie...' options say 'might rate them as a 4 or 5'; item2='...scarf...Mars...' options say 'might rate it as a 1 or 2'. Both present verbatim in coherence_survey_list1_main.csv: mean=4.5556 n=18 (ratings mostly 4-5), mean=1.1667 n=18 (ratings almost all 1-2) -- tightly clustered on hinted answer, not independent judgments.","Drop the two rows 'The girl has been asking for a puppy for a a few months. Finally, Aunt Kylie caved in and bought a poodle.' and 'The woman was finishing knitting a scarf. Mars is the fourth planet in order from the Sun.' (raw item 1/2, options contain 'might rate'); regenerate n_units=100.",
coherence_survey_list2_main,surveyor/sentence_semantics,issues,practice_items_leaked,high,True,,yes,Same two practice trials as list1_main (with explicit answer hints in the raw options) leaked into this converted norm dataset as ordinary critical items.,stimuli.csv item1/2 carry identical 'might rate' hint text to list1_main (puppy/Aunt Kylie -> 4 or 5; scarf/Mars -> 1 or 2); both sentence pairs verbatim-confirmed present in coherence_survey_list2_main.csv (n_units=102 = 100 critical + 2 practice).,"Drop the two practice-item rows (item 1/2 in stimuli.csv, identifiable by options containing 'might rate').",
coherence_survey_list3_main,surveyor/sentence_semantics,issues,practice_items_leaked,high,True,,yes,Same two practice trials with explicit answer hints leaked into this converted norm dataset as ordinary critical items.,stimuli.csv item1/2 carry 'might rate' hint text; both sentence pairs verbatim-confirmed present in coherence_survey_list3_main.csv (n_units=102 = 100 critical + 2 practice).,"Drop the two practice-item rows (item 1/2 in stimuli.csv, identifiable by options containing 'might rate').",
coherence_survey_list4_main,surveyor/sentence_semantics,issues,practice_items_leaked,high,True,,yes,Same two practice trials with explicit answer hints leaked into this converted norm dataset as ordinary critical items.,stimuli.csv item1/2 carry 'might rate' hint text; both sentence pairs verbatim-confirmed present in coherence_survey_list4_main.csv (n_units=102 = 100 critical + 2 practice).,"Drop the two practice-item rows (item 1/2 in stimuli.csv, identifiable by options containing 'might rate').",
discourse_30subjs_list1,surveyor/sentence_semantics,issues,practice_items_leaked,high,True,,yes,Two practice trials with explicit answer hints leaked into this converted norm dataset as ordinary critical items.,stimuli.csv item1='...puppy...few months...Aunt Kylie...' options say 'might rate them as a 4 or 5'; item2='...scarf...Mars...' options say 'might rate it as a 1 or 2'. Both verbatim-confirmed present in discourse_30subjs_list1.csv (n_units=102).,"Drop the two practice-item rows (item 1/2 in stimuli.csv, identifiable by options containing 'might rate').",
discourse_30subjs_list2,surveyor/sentence_semantics,issues,practice_items_leaked,high,True,,yes,Two practice trials with explicit answer hints leaked into this converted norm dataset as ordinary critical items.,stimuli.csv item1/2 carry 'might rate' hint text (puppy/Aunt Kylie -> 4 or 5; scarf/Mars -> 1 or 2). Both sentence pairs verbatim-confirmed present in discourse_30subjs_list2.csv (n_units=102).,"Drop the two practice-item rows (item 1/2 in stimuli.csv, identifiable by options containing 'might rate').",
discourse_30subjs_list3,surveyor/sentence_semantics,issues,practice_items_leaked,high,True,,yes,Two practice trials with explicit answer hints leaked into this converted norm dataset as ordinary critical items.,stimuli.csv (latin-1) item1/2 carry 'might rate' hint text (puppy/Aunt Kylie -> 4 or 5; scarf/Mars -> 1 or 2). Both sentence pairs verbatim-confirmed present in discourse_30subjs_list3.csv (n_units=102).,"Drop the two practice-item rows (item 1/2 in stimuli.csv, identifiable by options containing 'might rate').",
discourse_30subjs_list3,surveyor/sentence_semantics,issues,raw_encoding_non_utf8,low,,,partial,Raw stimuli.csv for this survey is not valid UTF-8; unclear if this caused silent mojibake in the converted output (a grep for stray HTML/entities found none).,pandas.read_csv raised UnicodeDecodeError: 'utf-8' codec can't decode byte 0x8e in position 2315: invalid start byte; required encoding='latin-1' to load.,,Would need to locate the specific raw field/character at that byte offset and compare to converted unit text to confirm no mojibake occurred.
discourse_30subjs_list4,surveyor/sentence_semantics,issues,practice_items_leaked,high,True,,yes,Two practice trials with explicit answer hints leaked into this converted norm dataset as ordinary critical items.,stimuli.csv (latin-1) item1/2 carry 'might rate' hint text (puppy/Aunt Kylie -> 4 or 5; scarf/Mars -> 1 or 2). Both sentence pairs verbatim-confirmed present in discourse_30subjs_list4.csv (n_units=102).,"Drop the two practice-item rows (item 1/2 in stimuli.csv, identifiable by options containing 'might rate').",
discourse_30subjs_list4,surveyor/sentence_semantics,issues,raw_encoding_non_utf8,low,,,partial,"Raw stimuli.csv for this survey is not valid UTF-8, same issue as discourse_30subjs_list3.",pandas.read_csv raised UnicodeDecodeError: 'utf-8' codec can't decode byte 0x8e in position 18813: invalid start byte; required encoding='latin-1'.,,Same as discourse_30subjs_list3 -- not exhaustively checked for mojibake in the converted output.
discourse_causality_list1,surveyor/sentence_semantics,issues,practice_items_leaked,high,True,,yes,Two practice trials with explicit answer hints leaked into this converted norm dataset as ordinary critical items.,stimuli.csv item1='Sam knocked the glass off of the table. The glass shattered on the hardwood floor.' options say 'might rate it as a 6 or a 7'; item2='Jessica woke up early...leaves had fallen...' options say 'may rate it as a 1 or a 2'. Both verbatim-confirmed present in discourse_causality_list1.csv (n_units=102).,"Drop the two practice-item rows (item 1/2 in stimuli.csv, identifiable by options containing 'might rate'/'may rate').",
discourse_causality_list1,surveyor/sentence_semantics,issues,worked_example_reveals_answer,high,True,,yes,"The instruction file's worked example spells out, verbatim, the exact sentence pairs and expected rating for the 2 practice items that are ALSO included as data rows in the converted CSV, handing an LLM rater the answer for 2 of 102 items before it rates them.","instructions file: 'For example, in the pair Sam knocked the glass off of the table. The glass shattered on the hardwood floor. ...you might rate it as a 6 or a 7. In contrast, in the pair Jessica woke up early this morning. All of the leaves had fallen off of the trees. ...you may rate it as a 1 or a 2.' Both pairs are literal unit rows in the converted CSV.","After removing the two practice items from the data, remove or replace the worked example in the instruction text with a pair not present among the converted units.",
discourse_causality_list2,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,"The 2 worked-example item pairs from the instructions (stimuli.csv config=='first', options embed answer-revealing feedback e.g. '...so you might rate it as a 6 or a 7.') were kept as ordinary items. Converted unit count (102) equals full raw stimuli row count (0 excluded) though instructions say 'You will read 100 sentence pairs'.","Raw item1/2 (config=='first'): 'Sam knocked the glass off of the table. The glass shattered on the hardwood floor.' (feedback: 'clearly causes...rate 6 or 7'); 'Jessica woke up early this morning. All of the leaves had fallen off of the trees.' (feedback: 'does not cause...rate 1 or 2'). Converted: means 6.85/1.15, SD=0.355, near-zero variance.",Exclude stimuli rows with config=='first' (items 1-2: 'Sam knocked the glass...' and 'Jessica woke up early this morning...') before aggregating; re-aggregate over remaining 100 critical items.,
discourse_causality_list3,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,"Same 2 example items ('Sam knocked the glass...', 'Jessica woke up...', config=='first', feedback embedded in options) leaked into the converted CSV; unit count 102 equals raw stimuli row count (0 dropped).",Converted CSV: 'Sam knocked the glass off of the table. The glass shattered on the hardwood floor.' mean=6.7778 SD=0.4157 n=27; 'Jessica woke up early this morning. All of the leaves had fallen off of the trees.' mean=1.1786 SD=0.383 n=28.,Exclude stimuli rows with config=='first' (the 'Sam knocked...' and 'Jessica woke up...' pairs) before aggregating; re-aggregate over remaining 100 items.,
discourse_causality_list4,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,Same 2 example items leaked into the converted CSV; unit count 102 equals raw stimuli row count (0 dropped).,Converted CSV: 'Sam knocked the glass off of the table. The glass shattered on the hardwood floor.' mean=6.9643 SD=0.1856 n=28; 'Jessica woke up early this morning. All of the leaves had fallen off of the trees.' mean=1.0714 SD=0.3712 n=28.,Exclude stimuli rows with config=='first' (the 'Sam knocked...' and 'Jessica woke up...' pairs) before aggregating; re-aggregate over remaining 100 items.,
discourse_changed_0428,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,"Instructions state 'you will read 48 sentence pairs ... We'll start with two practice questions before moving on to the main trials'. Both practice items (config=='first', feedback embedded in options) were kept in the converted CSV; unit count 50 equals full raw stimuli.csv (0 dropped).","Raw item1/2 (config=='first'): 'The girl has been asking for a puppy for a few months. Finally, Aunt Kylie caved in and bought a poodle.' and 'The woman was finishing knitting a scarf. Mars is the fourth planet in order from the Sun.', both with feedback embedded in options.",Exclude stimuli rows with config=='first' (the 'puppy...poodle' and 'knitting a scarf...Mars' pairs) before aggregating; re-aggregate over the remaining 48 critical items.,
discourse_coherence_list1,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,"2 example items ('Sam knocked...' coherent, 'Jessica woke up...blue fish...' incoherent, config=='first', feedback embedded in options) leaked into converted CSV; unit count 102 equals raw stimuli row count (0 dropped).","Converted CSV: 'Jessica woke up early this morning. The blue fish have thicker scales.' mean=1.0 SD=0.0 n=28 (unanimous floor, artifact of feedback saying 'does not make sense...rate 1 or 2'); 'Sam knocked the glass off of the table. The glass shattered on the hardwood floor.' mean=6.9286 SD=0.2575 n=28.",Exclude stimuli rows with config=='first' (the 'Sam knocked...' and 'Jessica woke up...blue fish...' pairs) before aggregating; re-aggregate over remaining 100 items.,
discourse_coherence_list2,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,Same 2 example items leaked into the converted CSV; unit count 102 equals raw stimuli row count (0 dropped).,Converted CSV: 'Jessica woke up early this morning. The blue fish have thicker scales.' mean=1.1 SD=0.3 n=30; 'Sam knocked the glass off of the table. The glass shattered on the hardwood floor.' mean=6.8667 SD=0.3399 n=30.,Exclude stimuli rows with config=='first' (the 'Sam knocked...' and 'Jessica woke up...blue fish...' pairs) before aggregating; re-aggregate over remaining 100 items.,
discourse_coherence_list3,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,Same 2 example items leaked into the converted CSV; unit count 102 equals raw stimuli row count (0 dropped).,Converted CSV: 'Jessica woke up early this morning. The blue fish have thicker scales.' mean=1.3448 SD=1.153 n=29; 'Sam knocked the glass off of the table. The glass shattered on the hardwood floor.' mean=6.6897 SD=1.1174 n=29.,Exclude stimuli rows with config=='first' (the 'Sam knocked...' and 'Jessica woke up...blue fish...' pairs) before aggregating; re-aggregate over remaining 100 items.,
discourse_coherence_list4,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,Same 2 example items leaked into the converted CSV; unit count 102 equals raw stimuli row count (0 dropped).,Converted CSV: 'Jessica woke up early this morning. The blue fish have thicker scales.' mean=1.04 SD=0.196 n=25; 'Sam knocked the glass off of the table. The glass shattered on the hardwood floor.' mean=6.92 SD=0.2713 n=25.,Exclude stimuli rows with config=='first' (the 'Sam knocked...' and 'Jessica woke up...blue fish...' pairs) before aggregating; re-aggregate over remaining 100 items.,
discourse_imagability_pairs_list1,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,"2 example items ('The cup is filled with fresh black coffee...' easy, 'I did not get the gist of the idea...' hard, config=='first', feedback embedded in options) leaked into converted CSV; unit count 102 equals raw stimuli row count (0 dropped).",Converted CSV: 'I did not get the gist of the idea. The description was too complicated.' mean=1.931 SD=1.2298 n=29; 'The cup is filled with fresh black coffee. Steam emanates from it.' mean=6.7241 SD=0.5184 n=29.,Exclude stimuli rows with config=='first' (the 'The cup is filled with fresh black coffee...' and 'I did not get the gist of the idea...' pairs) before aggregating; re-aggregate over remaining 100 items.,
discourse_imagability_pairs_list2,surveyor/sentence_semantics,issues,practice_items_with_feedback_leaked,high,True,,yes,Same 2 example items leaked into the converted CSV; unit count 102 equals raw stimuli row count (0 dropped).,Converted CSV: 'I did not get the gist of the idea. The description was too complicated.' mean=1.5862 SD=1.0345 n=29; 'The cup is filled with fresh black coffee. Steam emanates from it.' mean=6.5172 SD=1.0042 n=29.,Exclude stimuli rows with config=='first' (the 'The cup is filled with fresh black coffee...' and 'I did not get the gist of the idea...' pairs) before aggregating; re-aggregate over remaining 100 items.,
discourse_physics_pairs_list1,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,"Items 1-2 in raw stimuli (config=='first', forced-first, not part of randomized critical set) are worked examples quoted in the instructions; raw 'options' text carries an embedded answer-key hint ('...so you might rate it as a 6/7' or '...1/2'). Both leaked into converted CSV as ordinary rows (100 critical + 2 hinted anchors), with near-ceiling/floor means consistent with hint compliance.","raw options item1: '...This has a meaning that is related to physical objects..., so you might rate it as a 6 or a 7.'; converted row 30 unit='Sam knocked the glass off of the table...' mean=6.7931; row 33 unit='Steve called Jenny...' mean=1.3103",Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating; keep only the 100 config==NaN critical items.,
discourse_physics_pairs_list2,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,"Same worked-example leak as physics_pairs_list1: item 1 ('Sam knocked the glass...') and item 2 ('Steve called Jenny...') are config=='first' anchor items with an embedded answer-key hint, and both leaked into the converted CSV.",converted CSV row 25 unit='Sam knocked the glass off of the table...' mean=6.6897; row 29 unit='Steve called Jenny...' mean=1.5517,Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating.,
discourse_physics_singles_list1,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,"Item 1 ('A few rows of bookshelves came tumbling down.') and item 2 ('The US justice system consists of three branches of government.') are config=='first' anchor items whose raw options text carries an embedded answer-key hint, and both leaked into the converted CSV as ordinary rows.",converted CSV row 2 unit='A few rows of bookshelves came tumbling down.' mean=6.5; row 36 unit='The US justice system consists of three branches of government.' mean=1.5667,Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating.,
discourse_physics_singles_list2,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,Same worked-example leak: item 1 ('A few rows of bookshelves came tumbling down.') and item 2 ('The US justice system consists of three branches of government.') leaked into the converted CSV.,converted CSV row 0 unit='A few rows of bookshelves came tumbling down.' mean=6.6333; row 39 unit='The US justice system consists of three branches of government.' mean=1.5333,Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating.,
discourse_physics_singles_list3,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,Same worked-example leak: item 1 ('A few rows of bookshelves came tumbling down.') and item 2 ('The US justice system consists of three branches of government.') leaked into the converted CSV.,converted CSV row 2 unit='A few rows of bookshelves came tumbling down.' mean=6.7931; row 32 unit='The US justice system consists of three branches of government.' mean=1.9,Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating.,
discourse_physics_singles_list4,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,Same worked-example leak: item 1 ('A few rows of bookshelves came tumbling down.') and item 2 ('The US justice system consists of three branches of government.') leaked into the converted CSV.,converted CSV row 2 unit='A few rows of bookshelves came tumbling down.' mean=6.7; row 35 unit='The US justice system consists of three branches of government.' mean=1.5,Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating.,
discourse_scenes_pairs_list1,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,"Item 1 ('There are several tall trees in the backyard. They are interspersed with short bushes.') and item 2 ('You are very attentive and curious. I admire that about you.') are config=='first' anchor items with an embedded answer-key hint, and both leaked into the converted CSV.",converted CSV row 98 unit='There are several tall trees in the backyard...' mean=6.4483; row 101 unit='You are very attentive and curious...' mean=1.5667,Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating.,
discourse_scenes_pairs_list2,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,Same worked-example leak: item 1 ('There are several tall trees...') and item 2 ('You are very attentive and curious...') leaked into the converted CSV.,converted CSV row 97 unit='There are several tall trees in the backyard...' mean=6.3667; row 101 unit='You are very attentive and curious...' mean=1.3103,Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating.,
discourse_scenes_singles_list1,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,"Item 1 ('There are several tall trees in the backyard.') and item 2 ('You are very attentive and curious.') are config=='first' anchor items with an embedded answer-key hint, and both leaked into the converted CSV.",converted CSV row 98 unit='There are several tall trees in the backyard.' mean=6.4667; row 101 unit='You are very attentive and curious.' mean=1.6333,Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating.,
discourse_scenes_singles_list2,surveyor/sentence_semantics,issues,worked_example_items_leaked,medium,,,yes,Same worked-example leak: item 1 ('There are several tall trees in the backyard.') and item 2 ('You are very attentive and curious.') leaked into the converted CSV.,converted CSV row 97 unit='There are several tall trees in the backyard.' mean=6.6552; row 101 unit='You are very attentive and curious.' mean=1.4138,Drop stimuli rows with config=='first' (item 1 and item 2) before aggregating.,
discourse_scenes_singles_list3,surveyor/sentence_semantics,ok,instruction_example_overlap,low,,,no,"The two worked examples quoted in the instruction prose ('There are several tall trees in the backyard.' / 'You are very attentive and curious.') are themselves rated critical items (item 1, item 2), whose on-screen options carry an extra explicit hint ('...so you might rate it as a 6 or a 7 / 1 or a 2') not shown for the other 100 items.","stimuli.csv rows item=1,2 options: '...<br><br>This has a meaning that is <b>related to places...</b>, so you might rate it as a 6 or a 7.' / '...does <b>not have a meaning...</b>...as a 1 or a 2.'; converted csv shows near-ceiling/floor means (6.52, 1.45) with n=29 vs 30 elsewhere.",,"Design artifact of the original survey (anchor items reused as instruction examples); fixing requires a judgment call to drop 2/102 items, not a conversion-recoverable fact."
discourse_scenes_singles_list4,surveyor/sentence_semantics,ok,instruction_example_overlap,low,,,no,"Same anchor-item-overlap as list3: instruction-prose example sentences (items 1,2) are also rated critical items with hint-augmented on-screen options.","stimuli.csv item=1,2 sentences identical to list3's anchor items with same <br> hint pattern in options.",,Design artifact shared across the discourse_scenes_singles lists.
missing_vp_extension_0501_final,surveyor/sentence_semantics,issues,pooled_heterogeneous_prompts,medium,,,yes,"Two distinct on-screen prompts pooled under one instruction line: 'Please rate this sentence.' (36 no-context items) vs 'Please rate the second sentence.' (36 context items). Same scale/direction throughout; instruction prose already explains the two-sentence design, so this is milder than a full pooled-prompts case, but the fixed instruction line literally matches only half the items.","stimuli.csv prompt counts: 'Please rate this sentence.'=36, 'Please rate the second sentence.'=36, aligned with *_no_context vs *_context conditions. Response mapping verified correct (no reversal bug); means 2.94 vs 3.04, not a task confound.","Change instruction's fixed question line to cover both variants, e.g. 'Please rate this sentence. (If two sentences are shown, rate only the second one.)', or split into two condition-specific prompt entries if strict per-item fidelity is required.",
