id,collection,csv_path,instruction_path,level,sublevel,decided_by,rationale,blind_verification_level,blind_agrees,note
lauren_sentence_naturalness_survey_expt_2_nov_15_2011,mturk,mturk_norms/norm_datasets/lauren_sentence_naturalness_survey_expt_2_nov_15_2011.csv,mturk_norms/instructions/lauren_sentence_naturalness_survey_expt_2_nov_15_2011_i.txt,syntax,,fable_resolution,"comprehensibility/naturalness of structurally complex (center-embedded, displaced) sentences: what varies is structure; comprehensibility is a processing measure of it",syntax,yes,
lauren_sentence_naturalness_survey_oct_14_2011,mturk,mturk_norms/norm_datasets/lauren_sentence_naturalness_survey_oct_14_2011.csv,mturk_norms/instructions/lauren_sentence_naturalness_survey_oct_14_2011_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
massive_mem_arousal_mar_2013,mturk,mturk_norms/norm_datasets/massive_mem_arousal_mar_2013.csv,mturk_norms/instructions/massive_mem_arousal_mar_2013_i.txt,lexical_semantics,affective,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/affective,yes,
massive_mem_arousal_mar_2013_end_2,mturk,mturk_norms/norm_datasets/massive_mem_arousal_mar_2013_end_2.csv,mturk_norms/instructions/massive_mem_arousal_mar_2013_end_2_i.txt,lexical_semantics,affective,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/affective,yes,
massive_mem_arousal_mar_2014,mturk,mturk_norms/norm_datasets/massive_mem_arousal_mar_2014.csv,mturk_norms/instructions/massive_mem_arousal_mar_2014_i.txt,lexical_semantics,affective,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/affective,yes,
massive_mem_arousal_mar_2014_end_1,mturk,mturk_norms/norm_datasets/massive_mem_arousal_mar_2014_end_1.csv,mturk_norms/instructions/massive_mem_arousal_mar_2014_end_1_i.txt,lexical_semantics,affective,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/affective,yes,
massive_mem_concreteness_mar_2013,mturk,mturk_norms/norm_datasets/massive_mem_concreteness_mar_2013.csv,mturk_norms/instructions/massive_mem_concreteness_mar_2013_i.txt,lexical_semantics,perceptual_motor,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/perceptual_motor,yes,
massive_mem_concreteness_mar_2013_end_1,mturk,mturk_norms/norm_datasets/massive_mem_concreteness_mar_2013_end_1.csv,mturk_norms/instructions/massive_mem_concreteness_mar_2013_end_1_i.txt,lexical_semantics,perceptual_motor,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/perceptual_motor,yes,
massive_mem_concreteness_mar_2014,mturk,mturk_norms/norm_datasets/massive_mem_concreteness_mar_2014.csv,mturk_norms/instructions/massive_mem_concreteness_mar_2014_i.txt,lexical_semantics,perceptual_motor,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/perceptual_motor,yes,
massive_mem_concreteness_mar_2014_end_1,mturk,mturk_norms/norm_datasets/massive_mem_concreteness_mar_2014_end_1.csv,mturk_norms/instructions/massive_mem_concreteness_mar_2014_end_1_i.txt,lexical_semantics,perceptual_motor,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/perceptual_motor,yes,
massive_mem_familiarity_mar_2013,mturk,mturk_norms/norm_datasets/massive_mem_familiarity_mar_2013.csv,mturk_norms/instructions/massive_mem_familiarity_mar_2013_i.txt,other,lexical,andrea_policy_Q3,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,other/lexical,yes,
massive_mem_familiarity_mar_2013_end_1,mturk,mturk_norms/norm_datasets/massive_mem_familiarity_mar_2013_end_1.csv,mturk_norms/instructions/massive_mem_familiarity_mar_2013_end_1_i.txt,other,lexical,andrea_policy_Q3,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,other/lexical,yes,
massive_mem_familiarity_mar_2014,mturk,mturk_norms/norm_datasets/massive_mem_familiarity_mar_2014.csv,mturk_norms/instructions/massive_mem_familiarity_mar_2014_i.txt,other,lexical,andrea_policy_Q3,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,other/lexical,yes,
massive_mem_familiarity_mar_2014_end_1,mturk,mturk_norms/norm_datasets/massive_mem_familiarity_mar_2014_end_1.csv,mturk_norms/instructions/massive_mem_familiarity_mar_2014_end_1_i.txt,other,lexical,andrea_policy_Q3,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,other/lexical,yes,
massive_mem_imageability_mar_2013,mturk,mturk_norms/norm_datasets/massive_mem_imageability_mar_2013.csv,mturk_norms/instructions/massive_mem_imageability_mar_2013_i.txt,lexical_semantics,perceptual_motor,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/perceptual_motor,yes,
massive_mem_imageability_mar_2013_end_1,mturk,mturk_norms/norm_datasets/massive_mem_imageability_mar_2013_end_1.csv,mturk_norms/instructions/massive_mem_imageability_mar_2013_end_1_i.txt,lexical_semantics,perceptual_motor,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/perceptual_motor,yes,
massive_mem_imageability_mar_2014,mturk,mturk_norms/norm_datasets/massive_mem_imageability_mar_2014.csv,mturk_norms/instructions/massive_mem_imageability_mar_2014_i.txt,lexical_semantics,perceptual_motor,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/perceptual_motor,yes,
massive_mem_imageability_mar_2014_end_1,mturk,mturk_norms/norm_datasets/massive_mem_imageability_mar_2014_end_1.csv,mturk_norms/instructions/massive_mem_imageability_mar_2014_end_1_i.txt,lexical_semantics,perceptual_motor,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/perceptual_motor,yes,
massive_mem_valence_mar_2013,mturk,mturk_norms/norm_datasets/massive_mem_valence_mar_2013.csv,mturk_norms/instructions/massive_mem_valence_mar_2013_i.txt,lexical_semantics,affective,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/affective,yes,
massive_mem_valence_mar_2013_end_1,mturk,mturk_norms/norm_datasets/massive_mem_valence_mar_2013_end_1.csv,mturk_norms/instructions/massive_mem_valence_mar_2013_end_1_i.txt,lexical_semantics,affective,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/affective,yes,
massive_mem_valence_mar_2014,mturk,mturk_norms/norm_datasets/massive_mem_valence_mar_2014.csv,mturk_norms/instructions/massive_mem_valence_mar_2014_i.txt,lexical_semantics,affective,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/affective,yes,
massive_mem_valence_mar_2014_end_1,mturk,mturk_norms/norm_datasets/massive_mem_valence_mar_2014_end_1.csv,mturk_norms/instructions/massive_mem_valence_mar_2014_end_1_i.txt,lexical_semantics,affective,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/affective,yes,
melissa_short_naturalness_test,mturk,mturk_norms/norm_datasets/melissa_short_naturalness_test.csv,mturk_norms/instructions/melissa_short_naturalness_test_i.txt,sentence_semantics,plausibility,andrea_policy_Q5,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",sentence_semantics/plausibility,yes,
mk_grammaticality_study_7_20,mturk,mturk_norms/norm_datasets/mk_grammaticality_study_7_20.csv,mturk_norms/instructions/mk_grammaticality_study_7_20_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
neal_norming_1,mturk,mturk_norms/norm_datasets/neal_norming_1.csv,mturk_norms/instructions/neal_norming_1_i.txt,other,sentence,andrea_review_page,Andrea (review page): plausibility of NP-preposition-NP preambles → other | merged into `other` 2026-08-22 (was other); sublevel=sentence,other,yes,
noisy_channel_acceptability_1_sept_2013_1,mturk,mturk_norms/norm_datasets/noisy_channel_acceptability_1_sept_2013_1.csv,mturk_norms/instructions/noisy_channel_acceptability_1_sept_2013_1_i.txt,syntax,,andrea_scheme_v4,"one noisy-channel design (stimulus-backed group): items are corrupted versions of base sentences — word-order transpositions, insertions/deletions (dominant) plus some role reversals; classified by the dominant structural manipulation, mixed nature noted",sentence_semantics/plausibility,no,blind pass (low confidence): plausibility. Kept: structural corruptions dominate; role reversals are a minority.
noisy_channel_acceptability_2_sept_2013,mturk,mturk_norms/norm_datasets/noisy_channel_acceptability_2_sept_2013.csv,mturk_norms/instructions/noisy_channel_acceptability_2_sept_2013_i.txt,syntax,,andrea_scheme_v4,"one noisy-channel design (stimulus-backed group): items are corrupted versions of base sentences — word-order transpositions, insertions/deletions (dominant) plus some role reversals; classified by the dominant structural manipulation, mixed nature noted",syntax,yes,
noisy_rc_norming_oct19,mturk,mturk_norms/norm_datasets/noisy_rc_norming_oct19.csv,mturk_norms/instructions/noisy_rc_norming_oct19_i.txt,sentence_semantics,plausibility,andrea_policy_Q5,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",sentence_semantics/plausibility,yes,
orange_camel_sentence_naturalness_survey_nov_2010,mturk,mturk_norms/norm_datasets/orange_camel_sentence_naturalness_survey_nov_2010.csv,mturk_norms/instructions/orange_camel_sentence_naturalness_survey_nov_2010_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
orc_lauren_sentence_naturalness_survey_july_2012,mturk,mturk_norms/norm_datasets/orc_lauren_sentence_naturalness_survey_july_2012.csv,mturk_norms/instructions/orc_lauren_sentence_naturalness_survey_july_2012_i.txt,syntax,,fable_resolution,"comprehensibility/naturalness of structurally complex (center-embedded, displaced) sentences: what varies is structure; comprehensibility is a processing measure of it",syntax,yes,
p_p_sentence_naturalness_survey_aug_2010,mturk,mturk_norms/norm_datasets/p_p_sentence_naturalness_survey_aug_2010.csv,mturk_norms/instructions/p_p_sentence_naturalness_survey_aug_2010_i.txt,syntax,,andrea_scheme_v4,"single-sentence donkey-anaphora / pronoun-binding items (formal link); within-sentence binding → syntax, consistent with Andrea's decision on p_p_june_2013_v3 and codebook v4 boundary rule",syntax,yes,
p_p_sentence_naturalness_survey_dec_2009,mturk,mturk_norms/norm_datasets/p_p_sentence_naturalness_survey_dec_2009.csv,mturk_norms/instructions/p_p_sentence_naturalness_survey_dec_2009_i.txt,syntax,,andrea_scheme_v4,"single-sentence donkey-anaphora / pronoun-binding items (formal link); within-sentence binding → syntax, consistent with Andrea's decision on p_p_june_2013_v3 and codebook v4 boundary rule",syntax,yes,
p_p_sentence_naturalness_survey_feb,mturk,mturk_norms/norm_datasets/p_p_sentence_naturalness_survey_feb.csv,mturk_norms/instructions/p_p_sentence_naturalness_survey_feb_i.txt,syntax,,andrea_scheme_v4,"single-sentence donkey-anaphora / pronoun-binding items (formal link); within-sentence binding → syntax, consistent with Andrea's decision on p_p_june_2013_v3 and codebook v4 boundary rule",syntax,yes,
p_p_sentence_naturalness_survey_june_2013_v3,mturk,mturk_norms/norm_datasets/p_p_sentence_naturalness_survey_june_2013_v3.csv,mturk_norms/instructions/p_p_sentence_naturalness_survey_june_2013_v3_i.txt,syntax,,andrea_review_page,Andrea (review page): treat with its p_p siblings as the same anaphora paradigm → syntax,syntax,yes,
paris_judgments_3_dec_2012,mturk,mturk_norms/norm_datasets/paris_judgments_3_dec_2012.csv,mturk_norms/instructions/paris_judgments_3_dec_2012_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
paris_judgments_dec_2012_1,mturk,mturk_norms/norm_datasets/paris_judgments_dec_2012_1.csv,mturk_norms/instructions/paris_judgments_dec_2012_1_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with paris_judgments_2_dec_2012_1",syntax,yes,
pascal_1_dec_2012,mturk,mturk_norms/non_english/norm_datasets/pascal_1_dec_2012.csv,mturk_norms/non_english/instructions/pascal_1_dec_2012_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
presup_survey_1_acd_july_2012,mturk,mturk_norms/norm_datasets/presup_survey_1_acd_july_2012.csv,mturk_norms/instructions/presup_survey_1_acd_july_2012_i.txt,pragmatics,,andrea_scheme_v4,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),pragmatics,yes,
presup_survey_2_acd_july_2012,mturk,mturk_norms/norm_datasets/presup_survey_2_acd_july_2012.csv,mturk_norms/instructions/presup_survey_2_acd_july_2012_i.txt,pragmatics,,andrea_scheme_v4,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),pragmatics,yes,
pronouns_following_verbs,mturk,mturk_norms/norm_datasets/pronouns_following_verbs.csv,mturk_norms/instructions/pronouns_following_verbs_i.txt,pragmatics,,andrea_scheme_v4,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,pragmatics,yes,
pronouns_following_verbs_an,mturk,mturk_norms/norm_datasets/pronouns_following_verbs_an.csv,mturk_norms/instructions/pronouns_following_verbs_an_i.txt,pragmatics,,andrea_scheme_v4,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,pragmatics,yes,
pronouns_following_verbs_ce,mturk,mturk_norms/norm_datasets/pronouns_following_verbs_ce.csv,mturk_norms/instructions/pronouns_following_verbs_ce_i.txt,pragmatics,,andrea_scheme_v4,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,pragmatics,yes,
pronouns_following_verbs_sm,mturk,mturk_norms/norm_datasets/pronouns_following_verbs_sm.csv,mturk_norms/instructions/pronouns_following_verbs_sm_i.txt,pragmatics,,andrea_scheme_v4,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,pragmatics,yes,
pronouns_following_verbs_so,mturk,mturk_norms/norm_datasets/pronouns_following_verbs_so.csv,mturk_norms/instructions/pronouns_following_verbs_so_i.txt,pragmatics,,andrea_scheme_v4,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,pragmatics,yes,
pronouns_following_verbs_ve,mturk,mturk_norms/norm_datasets/pronouns_following_verbs_ve.csv,mturk_norms/instructions/pronouns_following_verbs_ve_i.txt,pragmatics,,andrea_scheme_v4,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,pragmatics,yes,
quant_syn_april_13_2012_90_sentences_with_a_question_and_a_rating_code,mturk,mturk_norms/norm_datasets/quant_syn_april_13_2012_90_sentences_with_a_question_and_a_rating_code.csv,mturk_norms/instructions/quant_syn_april_13_2012_90_sentences_with_a_question_and_a_rating_code_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
quant_syn_april_14_2012_48_sentences_with_a_question_and_a_rating_code,mturk,mturk_norms/norm_datasets/quant_syn_april_14_2012_48_sentences_with_a_question_and_a_rating_code.csv,mturk_norms/instructions/quant_syn_april_14_2012_48_sentences_with_a_question_and_a_rating_code_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
quant_syn_april_16_2012_36_sentences_with_a_question_and_a_rating_code,mturk,mturk_norms/norm_datasets/quant_syn_april_16_2012_36_sentences_with_a_question_and_a_rating_code.csv,mturk_norms/instructions/quant_syn_april_16_2012_36_sentences_with_a_question_and_a_rating_code_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
quantifier_naturalness_survey_june_4_2010,mturk,mturk_norms/norm_datasets/quantifier_naturalness_survey_june_4_2010.csv,mturk_norms/instructions/quantifier_naturalness_survey_june_4_2010_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
quantitative_syntax_survey,mturk,mturk_norms/norm_datasets/quantitative_syntax_survey.csv,mturk_norms/instructions/quantitative_syntax_survey_i.txt,syntax,,andrea_rule_context_v3,"same passages/targets as chomsky_items_1: context inert → syntax | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with chomsky_items_1",syntax,yes,
reasoning_and_language_tasks_survey_code_talkative_pigeon,mturk,mturk_norms/norm_datasets/reasoning_and_language_tasks_survey_code_talkative_pigeon.csv,mturk_norms/instructions/reasoning_and_language_tasks_survey_code_talkative_pigeon_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 with social_interaction_and_language_tasks_survey_code_talkative_pigeon (identical items + instruction; ratings pooled)",syntax,yes,
richard_islands_acceptability_expt_1_april_25_2013_3,mturk,mturk_norms/norm_datasets/richard_islands_acceptability_expt_1_april_25_2013_3.csv,mturk_norms/instructions/richard_islands_acceptability_expt_1_april_25_2013_3_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
richard_islands_acceptability_expt_2_april_26_2013,mturk,mturk_norms/norm_datasets/richard_islands_acceptability_expt_2_april_26_2013.csv,mturk_norms/instructions/richard_islands_acceptability_expt_2_april_26_2013_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
richard_islands_acceptability_expt_4_april_26_2013_1,mturk,mturk_norms/norm_datasets/richard_islands_acceptability_expt_4_april_26_2013_1.csv,mturk_norms/instructions/richard_islands_acceptability_expt_4_april_26_2013_1_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
richard_islands_acceptability_expt_5_april_27_2013_1,mturk,mturk_norms/norm_datasets/richard_islands_acceptability_expt_5_april_27_2013_1.csv,mturk_norms/instructions/richard_islands_acceptability_expt_5_april_27_2013_1_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
richard_islands_acceptability_expt_6_april_28_2013_while_whq_decl,mturk,mturk_norms/norm_datasets/richard_islands_acceptability_expt_6_april_28_2013_while_whq_decl.csv,mturk_norms/instructions/richard_islands_acceptability_expt_6_april_28_2013_while_whq_decl_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
semantics1_finalproject,mturk,mturk_norms/norm_datasets/semantics1_finalproject.csv,mturk_norms/instructions/semantics1_finalproject_i.txt,sentence_semantics,plausibility,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/plausibility,yes,
semantics2_finalproject,mturk,mturk_norms/norm_datasets/semantics2_finalproject.csv,mturk_norms/instructions/semantics2_finalproject_i.txt,sentence_semantics,plausibility,agents_consensus,"two independent classifiers agreed, confident, unflagged",sentence_semantics/plausibility,yes,
semantics3_final_project,mturk,mturk_norms/norm_datasets/semantics3_final_project.csv,mturk_norms/instructions/semantics3_final_project_i.txt,pragmatics,,andrea_scheme_v4,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),pragmatics,yes,
sentence_completions_and_islands_acceptability_expt_1_nov_13_2012,mturk,mturk_norms/norm_datasets/sentence_completions_and_islands_acceptability_expt_1_nov_13_2012.csv,mturk_norms/instructions/sentence_completions_and_islands_acceptability_expt_1_nov_13_2012_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
sentence_naturalness_isac_survey_feb_2011,mturk,mturk_norms/norm_datasets/sentence_naturalness_isac_survey_feb_2011.csv,mturk_norms/instructions/sentence_naturalness_isac_survey_feb_2011_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
sentence_naturalness_survey_acd_ratings_hackl_expt_7_oct_25_2012_1,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_acd_ratings_hackl_expt_7_oct_25_2012_1.csv,mturk_norms/instructions/sentence_naturalness_survey_acd_ratings_hackl_expt_7_oct_25_2012_1_i.txt,syntax,,andrea_policy_Q1,"isolated sentences, no context; ellipsis/ACD structure varies | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with sentence_naturalness_survey_acd_ratings_hackl_expt_5_oct_25_2012_1",syntax,yes,
sentence_naturalness_survey_acd_ratings_hackl_replic_expt_1_july_14_20,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_acd_ratings_hackl_replic_expt_1_july_14_20.csv,mturk_norms/instructions/sentence_naturalness_survey_acd_ratings_hackl_replic_expt_1_july_14_20_i.txt,syntax,,andrea_policy_Q1,"isolated sentences, no context; ellipsis/ACD structure varies",syntax,yes,
sentence_naturalness_survey_acd_ratings_v4_july_13_2012,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_acd_ratings_v4_july_13_2012.csv,mturk_norms/instructions/sentence_naturalness_survey_acd_ratings_v4_july_13_2012_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with sentence_naturalness_survey_acd_ratings_v2_jan_2012",syntax,yes,
sentence_naturalness_survey_acd_v1_jan_2012,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_acd_v1_jan_2012.csv,mturk_norms/instructions/sentence_naturalness_survey_acd_v1_jan_2012_i.txt,discourse,,andrea_rule_context_v3,context manipulated across items: 11 families cross antecedent-set context (several/two) with every/the targets,discourse,yes,
sentence_naturalness_survey_acd_v6_oct_25_2012,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_acd_v6_oct_25_2012.csv,mturk_norms/instructions/sentence_naturalness_survey_acd_v6_oct_25_2012_i.txt,discourse,,andrea_scheme_v4,"same experiment as acd_v1 (stimulus-backed group, identical instruction): antecedent-set context (several/some…rest vs two/one…other) is crossed with every/the ellipsis targets in the design; one label for the family → discourse",discourse,yes,
sentence_naturalness_survey_denise_jan_12_2011_survey_code_pig_the_pig,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_denise_jan_12_2011_survey_code_pig_the_pig.csv,mturk_norms/instructions/sentence_naturalness_survey_denise_jan_12_2011_survey_code_pig_the_pig_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
sentence_naturalness_survey_denise_sept_8_2010_survey_code_pig_the_pig,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_denise_sept_8_2010_survey_code_pig_the_pig.csv,mturk_norms/instructions/sentence_naturalness_survey_denise_sept_8_2010_survey_code_pig_the_pig_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
sentence_naturalness_survey_feb_16_1_2012_60_items_code_shy_armadillo,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_feb_16_1_2012_60_items_code_shy_armadillo.csv,mturk_norms/instructions/sentence_naturalness_survey_feb_16_1_2012_60_items_code_shy_armadillo_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
sentence_naturalness_survey_for_gs_dec_2009,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_gs_dec_2009.csv,mturk_norms/instructions/sentence_naturalness_survey_for_gs_dec_2009_i.txt,pragmatics,,andrea_scheme_v4,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",pragmatics,yes,
sentence_naturalness_survey_for_gs_jan_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_gs_jan_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_gs_jan_2010_i.txt,pragmatics,,andrea_scheme_v4,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",pragmatics,yes,
sentence_naturalness_survey_for_gs_jan_23_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_gs_jan_23_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_gs_jan_23_2010_i.txt,pragmatics,,andrea_scheme_v4,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",pragmatics,yes,
sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy.csv,mturk_norms/instructions/sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy_i.txt,pragmatics,,andrea_scheme_v4,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",pragmatics,yes,
sentence_naturalness_survey_for_jk_april_4_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_jk_april_4_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_jk_april_4_2010_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_jk_april_4_expt_3_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_jk_april_4_expt_3_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_jk_april_4_expt_3_2010_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_jk_april_9_expt_4_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_jk_april_9_expt_4_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_jk_april_9_expt_4_2010_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_jk_june_24_2010_v2,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_jk_june_24_2010_v2.csv,mturk_norms/instructions/sentence_naturalness_survey_for_jk_june_24_2010_v2_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_jk_mar_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_jk_mar_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_jk_mar_2010_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_jkm_dec_2009,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_jkm_dec_2009.csv,mturk_norms/instructions/sentence_naturalness_survey_for_jkm_dec_2009_i.txt,discourse,,andrea_rule_context_v3,context manipulated across items: 11 families cross context with targets,discourse,yes,
sentence_naturalness_survey_for_jkm_jan_2012,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_jkm_jan_2012.csv,mturk_norms/instructions/sentence_naturalness_survey_for_jkm_jan_2012_i.txt,discourse,,andrea_rule_context_v3,context manipulated across items: 11 families cross context with targets,discourse,yes,
sentence_naturalness_survey_for_lb_dec_2009,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_lb_dec_2009.csv,mturk_norms/instructions/sentence_naturalness_survey_for_lb_dec_2009_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_lb_feb_20_2010_v2,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_lb_feb_20_2010_v2.csv,mturk_norms/instructions/sentence_naturalness_survey_for_lb_feb_20_2010_v2_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality) | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with sentence_naturalness_survey_for_lb_feb_2010, sentence_naturalness_survey_for_lb_feb_20_2010",discourse,yes,
sentence_naturalness_survey_for_lb_jan_2011,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_lb_jan_2011.csv,mturk_norms/instructions/sentence_naturalness_survey_for_lb_jan_2011_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
