task,level,sublevel,source,language,scale,n_items,n_ratings,ratings_per_item_min,ratings_per_item_median,ratings_per_item_max,has_individual_ratings,human_r_sb,human_rho_sb,reliability_items_used,level_decided_by,level_blind_check_agrees,level_rationale,merged_from,question_wording,path
discourse_imagability_pairs_list2,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2991,28,30,30,True,0.953,0.946,100,fable_resolution,True,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",,,data/sentence_semantics/discourse_imagability_pairs_list2
discourse_imagability_singles_list1,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2995,29,30,30,True,0.94,0.938,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_imagability_singles_list1
discourse_imagability_singles_list2,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2990,29,30,30,True,0.951,0.954,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_imagability_singles_list2
discourse_imagability_singles_list3,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2995,29,30,30,True,0.944,0.931,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_imagability_singles_list3
discourse_imagability_singles_list4,sentence_semantics,conceptual_content,surveyor,english,1-7,100,3094,30,31,31,True,0.955,0.948,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_imagability_singles_list4
discourse_mentalizing_pairs_list1,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2989,28,30,30,True,0.929,0.928,100,fable_resolution,True,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",,,data/sentence_semantics/discourse_mentalizing_pairs_list1
discourse_mentalizing_pairs_list2,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2975,27,30,30,True,0.94,0.931,100,fable_resolution,True,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",,,data/sentence_semantics/discourse_mentalizing_pairs_list2
discourse_mentalizing_singles_list1,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2993,28,30,30,True,0.937,0.935,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_mentalizing_singles_list1
discourse_mentalizing_singles_list2,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2987,29,30,30,True,0.932,0.925,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_mentalizing_singles_list2
discourse_mentalizing_singles_list3,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2984,29,30,30,True,0.907,0.909,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_mentalizing_singles_list3
discourse_mentalizing_singles_list4,sentence_semantics,conceptual_content,surveyor,english,1-7,100,3092,29,31,31,True,0.953,0.952,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_mentalizing_singles_list4
discourse_physics_pairs_list1,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2993,29,30,30,True,0.959,0.957,100,fable_resolution,True,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",,,data/sentence_semantics/discourse_physics_pairs_list1
discourse_physics_pairs_list2,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2984,29,30,30,True,0.953,0.951,100,fable_resolution,True,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",,,data/sentence_semantics/discourse_physics_pairs_list2
discourse_physics_singles_list1,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2991,28,30,30,True,0.944,0.943,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_physics_singles_list1
discourse_physics_singles_list2,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2982,28,30,30,True,0.951,0.952,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_physics_singles_list2
discourse_physics_singles_list3,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2985,29,30,30,True,0.942,0.941,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_physics_singles_list3
discourse_physics_singles_list4,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2991,29,30,30,True,0.942,0.942,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_physics_singles_list4
discourse_scenes_pairs_list1,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2993,29,30,30,True,0.952,0.944,100,fable_resolution,True,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",,,data/sentence_semantics/discourse_scenes_pairs_list1
discourse_scenes_pairs_list2,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2992,28,30,30,True,0.95,0.95,100,fable_resolution,True,"rates the CONTENT evoked by the sentence(s) (mental states/physical objects/scenes/imageability), not a relation between sentences; pairs treated like singles",,,data/sentence_semantics/discourse_scenes_pairs_list2
discourse_scenes_singles_list1,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2991,29,30,30,True,0.944,0.944,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_scenes_singles_list1
discourse_scenes_singles_list2,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2990,29,30,30,True,0.956,0.949,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_scenes_singles_list2
discourse_scenes_singles_list3,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2991,29,30,30,True,0.969,0.966,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_scenes_singles_list3
discourse_scenes_singles_list4,sentence_semantics,conceptual_content,surveyor,english,1-7,100,2990,28,30,30,True,0.968,0.964,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/discourse_scenes_singles_list4
ecog_sentences_imaginability_jan_8_2014,sentence_semantics,conceptual_content,mturk,english,1-5,120,4784,38,40,40,True,0.869,0.833,120,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,dimension confirmed by own-row dashboard_scale_labels vocabulary ('imaginable'/'unimaginable') and folder name; raw HIT Title/Description generic ('Rating 120 English sentences: EXTRAVAGANT HAWK survey') and do not name the dimension directly,data/sentence_semantics/ecog_sentences_imaginability_jan_8_2014
ecog_sentences_naturalness_jan_8_2014_2,sentence_semantics,plausibility,mturk,english,1-5,120,4441,35,37,40,True,0.903,0.727,120,andrea_policy_Q5,True,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",,"folder-name convention ('naturalness'); raw HIT Title/Description generic ('Rating 120 English sentences: EXTRAVAGANT HAWK survey'), no project-specific dashboard row",data/sentence_semantics/ecog_sentences_naturalness_jan_8_2014_2
melissa_short_naturalness_test,sentence_semantics,plausibility,mturk,english,1-5,24,1431,58,60,60,True,0.988,0.968,24,andrea_policy_Q5,True,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",,"dashboard_confirmed (RESOLVED_QUERIES.md, 2026-08-20)",data/sentence_semantics/melissa_short_naturalness_test
noisy_rc_norming_oct19,sentence_semantics,plausibility,mturk,english,1-5,128,1274,9,10,10,True,0.901,0.838,128,andrea_policy_Q5,True,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",,no dimension stated in raw Title/Description ('32 sentences followed by a question and a rating'); dimension not recoverable from export text,data/sentence_semantics/noisy_rc_norming_oct19
semantics1_finalproject,sentence_semantics,plausibility,mturk,english,1-5,96,4783,48,50,50,True,0.993,0.972,96,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,reconstructed,data/sentence_semantics/semantics1_finalproject
semantics2_finalproject,sentence_semantics,plausibility,mturk,english,1-5,96,9483,96,99,100,True,0.994,0.986,96,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,reconstructed,data/sentence_semantics/semantics2_finalproject
sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater,sentence_semantics,plausibility,mturk,english,1-7,368,5462,13,15,15,True,0.903,0.883,368,andrea_policy_Q5,True,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",,"reconstructed: 'How natural does the sentence sound?' -- folder-name convention + verified against raw MTurk export: single Input.trial_N sentence + Input.question_1_N comprehension question + one Answer.RatingN field per trial (no A/B paired stimulus columns), consistent with the standard single-sentence naturalness-rating template, not a paired-choice template.",data/sentence_semantics/sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater
sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater,sentence_semantics,plausibility,mturk,english,1-7,384,5647,13,15,15,True,0.906,0.883,384,andrea_policy_Q5,True,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",,reconstructed: 'How natural does the sentence sound?' inferred from the recovered naturalness scale and the folder-name convention shared with all sibling '*sentence naturalness survey*' folders in this corpus; no literal on-page question text recovered for this specific folder (dashboard_instructions field empty in questionnaire_wording.csv).,data/sentence_semantics/sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater
tuckute2024_arousal,sentence_semantics,affective,published,english,1-7,2000,0,,,,False,,,0,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/tuckute2024_arousal
tuckute2024_imageability,sentence_semantics,conceptual_content,published,english,1-7,2000,0,,,,False,,,0,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/tuckute2024_imageability
tuckute2024_mental_states,sentence_semantics,conceptual_content,published,english,1-7,2000,0,,,,False,,,0,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/tuckute2024_mental_states
tuckute2024_physical_objects,sentence_semantics,conceptual_content,published,english,1-7,2000,0,,,,False,,,0,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/tuckute2024_physical_objects
tuckute2024_places,sentence_semantics,conceptual_content,published,english,1-7,2000,0,,,,False,,,0,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/tuckute2024_places
tuckute2024_plausibility,sentence_semantics,plausibility,published,english,1-7,2000,0,,,,False,,,0,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/tuckute2024_plausibility
tuckute2024_valence,sentence_semantics,affective,published,english,1-7,2000,0,,,,False,,,0,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/sentence_semantics/tuckute2024_valence
50_sentences_noisy_channel_may_25_2011,pragmatics,,mturk,english,1-5,208,3107,13,15,15,True,0.602,0.555,208,andrea_scheme_v4,True,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),,reconstructed,data/pragmatics/50_sentences_noisy_channel_may_25_2011
alex_paunov_literal_inferences_dec_3_2011,pragmatics,,mturk,english,1-5,299,2979,8,10,20,True,0.941,0.908,299,andrea_scheme_v4,True,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),,reconstructed,data/pragmatics/alex_paunov_literal_inferences_dec_3_2011
imperative_control_iad_gs_may_16_2011_purple_puppy,pragmatics,,mturk,english,1-5,96,2873,19,20,60,True,0.847,0.86,96,andrea_scheme_v4,True,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",,"reconstructed from raw unit structure verified directly in the raw MTurk CSV (Input.trial_1_N = situation sentence(s), Input.trial_2_N = target imperative utterance, Input.question_1_N = per-item comprehension question); raw HIT Title/Description generic ('48 sentences followed by a rating and a question')",data/pragmatics/imperative_control_iad_gs_may_16_2011_purple_puppy
presup_survey_1_acd_july_2012,pragmatics,,mturk,english,1-5,240,7251,29,30,31,True,0.819,0.83,240,andrea_scheme_v4,True,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),presup_survey_3_acd_july_2012,reconstructed,data/pragmatics/presup_survey_1_acd_july_2012
presup_survey_2_acd_july_2012,pragmatics,,mturk,english,1-5,240,3532,12,15,15,True,0.675,0.665,240,andrea_scheme_v4,True,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),,reconstructed,data/pragmatics/presup_survey_2_acd_july_2012
pronouns_following_verbs,pragmatics,,mturk,english,1-3,44,3478,76,79,82,True,0.928,0.706,44,andrea_scheme_v4,True,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,,reconstructed,data/pragmatics/pronouns_following_verbs
pronouns_following_verbs_an,pragmatics,,mturk,english,1-3,44,3511,78,80,80,True,0.935,0.663,44,andrea_scheme_v4,True,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,pronouns_following_verbs_an_2,reconstructed,data/pragmatics/pronouns_following_verbs_an
pronouns_following_verbs_ce,pragmatics,,mturk,english,1-3,44,3504,60,80,135,True,0.94,0.708,44,andrea_scheme_v4,True,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,pronouns_following_verbs_ce_2,reconstructed,data/pragmatics/pronouns_following_verbs_ce
pronouns_following_verbs_sm,pragmatics,,mturk,english,1-3,44,3470,78,79,80,True,0.902,0.443,44,andrea_scheme_v4,True,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,,reconstructed,data/pragmatics/pronouns_following_verbs_sm
pronouns_following_verbs_so,pragmatics,,mturk,english,1-3,44,3508,78,80,80,True,0.868,0.509,44,andrea_scheme_v4,True,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,pronouns_following_verbs_so_2,reconstructed,data/pragmatics/pronouns_following_verbs_so
pronouns_following_verbs_ve,pragmatics,,mturk,english,1-3,45,3514,20,80,80,True,0.93,0.567,45,andrea_scheme_v4,True,pronoun reference resolution driven by verb implicit causality × connective (coherence relation) within one sentence,,reconstructed,data/pragmatics/pronouns_following_verbs_ve
semantics3_final_project,pragmatics,,mturk,english,1-5,96,9576,98,100,100,True,0.997,0.974,96,andrea_scheme_v4,True,within-sentence inferential interpretation (presupposition / literalness / intended meaning / agreement with an inference),,reconstructed,data/pragmatics/semantics3_final_project
sentence_naturalness_survey_for_gs_dec_2009,pragmatics,,mturk,english,1-5,122,5294,18,20,140,True,0.884,0.882,122,andrea_scheme_v4,True,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",,reconstructed,data/pragmatics/sentence_naturalness_survey_for_gs_dec_2009
sentence_naturalness_survey_for_gs_jan_2010,pragmatics,,mturk,english,1-5,133,5004,10,20,120,True,0.913,0.906,133,andrea_scheme_v4,True,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",,reconstructed,data/pragmatics/sentence_naturalness_survey_for_gs_jan_2010
sentence_naturalness_survey_for_gs_jan_23_2010,pragmatics,,mturk,english,1-5,216,12549,18,39,278,True,0.941,0.942,216,andrea_scheme_v4,True,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",sentence_naturalness_survey_for_gs_apr_4_2010,reconstructed,data/pragmatics/sentence_naturalness_survey_for_gs_jan_23_2010
sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy,pragmatics,,mturk,english,1-5,72,2818,28,30,60,True,0.911,0.873,72,andrea_scheme_v4,True,"speech-act felicity: utterance rated for how natural it sounds in a described situation; situation constant across items, so the construct is felicity, not well-formedness",,reconstructed,data/pragmatics/sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy
acd_context_polly_1_nov_23_2012,discourse,,mturk,english,1-5,310,28701,13,30,557,True,0.466,0.462,310,andrea_rule_context_v3,True,context manipulated across items: 36 families cross context variants with ACD targets,,"dashboard_confirmed (RESOLVED_QUERIES.md, 2026-08-20)",data/discourse/acd_context_polly_1_nov_23_2012
chinese_dative,discourse,,surveyor,non-english,1-5,96,1200,6,12,20,True,0.731,0.715,96,andrea_rule_context_v3,True,context manipulated across items: same dative-in-context design as Finnish/Turkish/Italian (context sets givenness),,,data/discourse/chinese_dative
coherence_survey_list1_main,discourse,,surveyor,english,1-5,100,1999,19,20,20,True,0.981,0.95,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/coherence_survey_list1_main
coherence_survey_list2_main,discourse,,surveyor,english,1-5,100,1998,19,20,20,True,0.988,0.948,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/coherence_survey_list2_main
coherence_survey_list3_main,discourse,,surveyor,english,1-5,100,1989,18,20,20,True,0.985,0.942,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/coherence_survey_list3_main
coherence_survey_list4_main,discourse,,surveyor,english,1-5,100,1994,19,20,20,True,0.982,0.95,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/coherence_survey_list4_main
copy_cat_polly_june_2014,discourse,,mturk,english,1-7,102,7574,20,59,200,True,0.972,0.865,102,fable_resolution,True,"likelihood that a causal statement holds between two events described in the passage = relation between sentences | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with copy_cat_polly_dec_2013_1, copy_cat_polly_june_2014_v2_1",copy_cat_polly_dec_2013_1;copy_cat_polly_june_2014_v2_1,verbatim marker phrase embedded in every raw unit ('How likely is the following causal statement:') + raw HIT Title states the causality dimension,data/discourse/copy_cat_polly_june_2014
dative_finnish,discourse,,surveyor,non-english,1-5,96,1199,4,12,21,True,0.699,0.689,96,andrea_rule_context_v3,True,context manipulated across items: 10 families cross context with order,,,data/discourse/dative_finnish
dative_turkish,discourse,,surveyor,non-english,1-5,96,1198,7,12,18,True,0.725,0.734,96,andrea_rule_context_v3,True,context manipulated across items: 12 families cross context with order,,,data/discourse/dative_turkish
discourse_30subjs_list1,discourse,,surveyor,english,1-5,100,3086,30,31,31,True,0.984,0.941,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_30subjs_list1
discourse_30subjs_list2,discourse,,surveyor,english,1-5,100,2498,24,25,25,True,0.984,0.951,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_30subjs_list2
discourse_30subjs_list3,discourse,,surveyor,english,1-5,100,2993,29,30,30,True,0.988,0.947,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_30subjs_list3
discourse_30subjs_list4,discourse,,surveyor,english,1-5,100,3294,32,33,33,True,0.99,0.942,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_30subjs_list4
discourse_causality_list1,discourse,,surveyor,english,1-7,100,3091,30,31,31,True,0.985,0.935,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_causality_list1
discourse_causality_list2,discourse,,surveyor,english,1-7,100,2690,26,27,27,True,0.985,0.952,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_causality_list2
discourse_causality_list3,discourse,,surveyor,english,1-7,100,2886,28,29,29,True,0.985,0.933,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_causality_list3
discourse_causality_list4,discourse,,surveyor,english,1-7,100,2992,29,30,30,True,0.984,0.955,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_causality_list4
discourse_changed_0428,discourse,,surveyor,english,1-5,48,1438,29,30,30,True,0.989,0.953,48,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_changed_0428
discourse_coherence_list1,discourse,,surveyor,english,1-7,100,2795,27,28,28,True,0.991,0.943,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_coherence_list1
discourse_coherence_list2,discourse,,surveyor,english,1-7,100,2999,29,30,30,True,0.992,0.936,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_coherence_list2
discourse_coherence_list3,discourse,,surveyor,english,1-7,100,2993,28,30,30,True,0.994,0.95,100,fable_resolution,True,rates the relation between S1 and S2 (coherence/causal link/connectedness),,,data/discourse/discourse_coherence_list3
discourse_coherence_list4,discourse,,surveyor,english,1-7,100,2483,23,25,25,True,0.976,0.933,100,agents_consensus,True,"two independent classifiers agreed, confident, unflagged",,,data/discourse/discourse_coherence_list4
italian_dative_v2,discourse,,surveyor,non-english,1-5,192,1246,1,6,14,True,0.611,0.604,190,andrea_rule_context_v3,True,context manipulated across items: 14 families cross context with order,,,data/discourse/italian_dative_v2
italian_locative_v7,discourse,,surveyor,non-english,1-5,192,1198,1,6,14,True,0.668,0.66,191,andrea_rule_context_v3,True,context manipulated across items: 26/30 families cross context variants with target variants (givenness × order),,,data/discourse/italian_locative_v7
locative_topicalization_survey,discourse,,surveyor,english,1-5,229,2172,1,5,34,True,0.766,0.777,217,andrea_rule_context_v3,True,"context manipulated across items: 26/71 families cross context (referent introduced or not) with target (a/the, inversion)",,,data/discourse/locative_topicalization_survey
orange_camel_sentence_naturalness_survey_nov_2010,discourse,,mturk,english,1-5,144,2799,9,10,40,True,0.965,0.861,144,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,raw folder name states the dimension ('sentence naturalness survey'); no per-item question text in export,data/discourse/orange_camel_sentence_naturalness_survey_nov_2010
replication_study_9_59,discourse,,surveyor,english,1-5,185,718,1,4,9,True,0.355,0.363,167,andrea_rule_context_v3,True,context manipulated across items: 16 families cross givenness contexts with dative order,,,data/discourse/replication_study_9_59
sentence_naturalness_survey_acd_v1_jan_2012,discourse,,mturk,english,1-5,128,6128,25,27,111,True,0.266,0.299,128,andrea_rule_context_v3,True,context manipulated across items: 11 families cross antecedent-set context (several/two) with every/the targets,,reconstructed,data/discourse/sentence_naturalness_survey_acd_v1_jan_2012
sentence_naturalness_survey_acd_v6_oct_25_2012,discourse,,mturk,english,1-5,128,6653,27,30,120,True,0.611,0.602,128,andrea_scheme_v4,True,"same experiment as acd_v1 (stimulus-backed group, identical instruction): antecedent-set context (several/some…rest vs two/one…other) is crossed with every/the ellipsis targets in the design; one label for the family → discourse",,reconstructed,data/discourse/sentence_naturalness_survey_acd_v6_oct_25_2012
sentence_naturalness_survey_for_jk_april_4_2010,discourse,,mturk,english,1-5,96,3814,19,20,80,True,0.863,0.886,96,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,reconstructed,data/discourse/sentence_naturalness_survey_for_jk_april_4_2010
sentence_naturalness_survey_for_jk_april_4_expt_3_2010,discourse,,mturk,english,1-5,96,3963,19,21,83,True,0.86,0.83,96,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,reconstructed,data/discourse/sentence_naturalness_survey_for_jk_april_4_expt_3_2010
sentence_naturalness_survey_for_jk_april_9_expt_4_2010,discourse,,mturk,english,1-5,96,3785,18,20,80,True,0.866,0.831,96,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_jk_april_9_expt_4_2010
sentence_naturalness_survey_for_jk_june_24_2010_v2,discourse,,mturk,english,1-5,176,4064,8,10,80,True,0.805,0.787,176,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_jk_june_24_2010_v2
sentence_naturalness_survey_for_jk_mar_2010,discourse,,mturk,english,1-5,96,3803,18,20,80,True,0.896,0.88,96,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_jk_mar_2010
sentence_naturalness_survey_for_jkm_dec_2009,discourse,,mturk,english,1-5,128,4350,16,20,79,True,0.116,0.18,128,andrea_rule_context_v3,True,context manipulated across items: 11 families cross context with targets,,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_jkm_dec_2009
sentence_naturalness_survey_for_jkm_jan_2012,discourse,,mturk,english,1-5,128,2225,9,10,40,True,0.214,0.266,128,andrea_rule_context_v3,True,context manipulated across items: 11 families cross context with targets,,"reconstructed: 'Read the exchange between Mary and John. How natural does Mary's final turn sound in the context that precedes it?' -- verified directly against the converted CSV: unit text is a Mary/John dialogue and 100% (128/128) of units end on a 'Mary:' turn, confirming the question's claim.",data/discourse/sentence_naturalness_survey_for_jkm_jan_2012
sentence_naturalness_survey_for_lb_dec_2009,discourse,,mturk,english,1-5,108,6017,37,40,80,True,0.821,0.832,108,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_lb_dec_2009
sentence_naturalness_survey_for_lb_feb_20_2010_v2,discourse,,mturk,english,1-5,79,5424,20,56,100,True,0.973,0.951,79,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality) | MERGED 2026-08-22 (near-duplicate, pooled on shared items) with sentence_naturalness_survey_for_lb_feb_2010, sentence_naturalness_survey_for_lb_feb_20_2010",sentence_naturalness_survey_for_lb_feb_2010;sentence_naturalness_survey_for_lb_feb_20_2010,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_lb_feb_20_2010_v2
sentence_naturalness_survey_for_lb_jan_2011,discourse,,mturk,english,1-5,519,11504,17,19,98,True,0.907,0.886,519,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_lb_jan_2011
sentence_naturalness_survey_for_lb_jan_2011_v2,discourse,,mturk,english,1-5,519,11822,18,20,100,True,0.773,0.689,519,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_lb_jan_2011_v2
